source_file,paragraph_index,raw_text,status,notes
Francais_2 traduit (1).docx,28,"- Le voilà qui vient de partir au troupeau, répondit la mère. Mà Samba tshob ndù : a là z’a yoñ nenèn béb bwoñ njùmbwe là.",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_2 traduit (1).docx,29,"Le lion attendit, attendit, puis il alla trouver le garçon à l'enclos : Ngwayit béb, mbèn bébe. Ngelañ be tôge, à nèn tèt mèn màndum nka’ njùmbwe.",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_2 traduit (1).docx,30,- Est-ce bien Samba ? A b’a Samba ké?,raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_2 traduit (1).docx,31,"- Oui, c'est moi. Ñ a me.",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_2 traduit (1).docx,32,"- Peut-on te manger ou faut-il encore attendre ? Be bo fèl’o ndô ké, ke bo bèn mbéb’à?",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_2 traduit (1).docx,33,"- On peut me manger, dit Samba ! Samba bùnde ndù : be bo fèl àm.",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_2 traduit (1).docx,34,"Ils se ruèrent l'un sur l'autre et se mirent à se battre, à se battre !... Samba tua le lion, lui coupa une griffe et retourna au village. Bo zwe zwe’. Samba zwi ngwayit, nkeb ta’ nkéb mi ndo’ mbèn yi la’.",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_2 traduit (1).docx,35,"A son arrivée, sa mère lui servit à souper. Il en mangea un peu, puis enfouit la griffe dans le restant du couscous. Il dit : Ngelañ à kum ndà là, màab fà jujù yi. A jù me ju i, ndo’ nkéb z’a keb num ngwayit là ntshag ntùm bàà ngefele.",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_2 traduit (1).docx,36,"- Mère, viens prendre le plat. Mama, se’ ndo’ bag ka.",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_2 traduit (1).docx,37,"La mère prit le plat et aussitôt se mit à manger. A peine avait- elle avalé une bouchée que la griffe lui resta dans la gorge. Elle s'évanouit. Alors que tout le monde s'affairait, Samba ne disait mot. Lorsqu'il la sentit près de mourir, Samba lui donna une grande tape dans le dos et la griffe tomba par terre. Il lui dit : mama lo’ bag ka nto’de nejù ju. A lo’ nda’ me ju i, nkéb ngwayit la’ ntô i. Bo be tshù a vù nsi. Benntùn to’de nekùmde bañ i, Samba ke tshob nu. Ngelañ z’a yen mbe màab yà nke nkwù là, samba lab njam mvèn i, nkéb ngwayit tum ntô i mvù nsi. A tshob yi ndù :",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_2 traduit (1).docx,38,- Voilà le lion à qui tu m'avais donné en gage ! Tshù ngwayit z’o na’ mbwe àm yi là.,raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_2 traduit (1).docx,39,Et la mère fut couverte de honte. Tuswe ko màab.,raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_2 traduit (1).docx,40,Le chasseur et le génie voleur de femmes Ta’ nta’yoñ bo ta’ nziag yi mènnzwi,raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_2 traduit (1).docx,41,"Il y avait un génie qui volait la femme des nouveaux mariés. Quiconque se mariait, se voyait privé de sa nouvelle épouse, enlevée par le génie. Ta’ ziag na’ mbe nke nji bènnzwi bo yôg nenandà là. Mba zit mandum lo z’a na’ nke nandà là, ziag lo’ nzwi i.",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_2 traduit (1).docx,42,"Un brave et téméraire chasseur apprit la nouvelle et annonça qu'il irait chercher une femme dans ce pays, afin de savoir si les hommes y sont sans valeur. Nkùn vù ntoñ ta’ nta’yoñ z’a ghù neta mbèn ngù tànntù là. A tshob njoñ benntùn fa mbe a’ lo’ ze mènnzwi tô yen ngô là nelade mbe bandum yen ngô là b’a ba mbu’ tu.",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_2 traduit (1).docx,43,"Après avoir dit cela, il se prépara et partit. Quand il arriva dans la cité, on le reçut avec faste. Le roi lui demanda le motif de sa visite. Le chasseur lui dit qu'il venait prendre femme. A tshob ndùlala, nabte wul i nène. Ngelañ a kum ntùm sen ngô là, bo lo’ i mebwô. Mven bètt’é ju z’a se’ ghù là. Ngata’yoñ tshob yi mbe a se’ diag à ta’ mènnzwi ze bo yi nandà là.",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_2 traduit (1).docx,44,Le roi lui dit : Mven tshob yi ndù :,raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_2 traduit (1).docx,45,"- Ici tu ne peux obtenir une femme, car à tous ceux à qui on a donné une épouse, le génie l'a enlevée et toutes ces épouses ont été ainsi perdues à jamais. B’o ke lo’ mènnzwi nzenni, nummbe njoñ benntùn fa bo lo’ mènnzwi nzenni là, ziag lo’ nèn yi yub kà bo ke bèn njen yube.",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_2 traduit (1).docx,46,Le jeune homme répondit au roi : Mandum bùnde mven ndù :,raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_2 traduit (1).docx,47,"- Moi je suis un chasseur. Si tu me donnes ta fille en mariage et si le génie me la prend, je lutterai avec lui. Toi, observe-moi simplement ; ne te préoccupe pas de moi. Me b’a ta’ nta’yoñ. O fa ngon o me, ziag lo’ i, mba bag yi a’ zwe. Lôd’àm à nelode ; kà tshàm num àm.",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_2 traduit (1).docx,48,"- Ce que tu dis, est-ce que c'est sûr ? demanda le roi. Mven bètt’é ndù : Ju z’o tshwèt ntshob là, a b’a kua’ nenùn ké?",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_2 traduit (1).docx,49,"- C'est sûr, répondit l'homme. Mandum bùnde ndù : a b’a nenùne",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_2 traduit (1).docx,50,Le roi lui donna une femme. Le mariage fut célébré durant trois jours. Mven fa ta’ mènnzwi yi. Bo lo’ lé’ tat nyiañ nandà yi.,raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_2 traduit (1).docx,51,"Lorsque les invités furent partis, le jeune homme rentra avec son épouse dans leur chambre. Ngelañ benntùn bo na’ ntsiañ num nandà là bèn la’ bo là, mandum nèn bo nzwi i nto’ndà yub.",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_2 traduit (1).docx,52,"Dès qu'ils se couchèrent, le mari tenta de la toucher dans l'obscurité, mais ne trouva rien. Il s'inquiéta. Il se leva et alla voir le père de la mariée. Il lui dit qu'en effet, il avait eu raison. Bo nô num nkwùnndà, mandum diag nekwag nzwi i ntùm njame, nda’ndù a ke ju’ sàm mèn. A to’de nenwyine. A lo nèn njen tà nzwi i. A tshob tà nzwi i mbe ju z’a na’ ntshob là b’a nenùne.",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_2 traduit (1).docx,53,Le génie était venu voler son épouse ! Ziag se’ nji nzwi i!,raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_2 traduit (1).docx,54,"Le matin, il alla trouver un marabout et lui dit : Nkebnjù, a nèn njen ngaka, ntshob yi ndù :",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_2 traduit (1).docx,55,"- J'ai épousé une femme et le génie est venu la prendre. Me nandà bo ta’ mènnzwi nda’ndù, ziag se’ ndo’ i nèn yi.",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_2 traduit (1).docx,56,Le marabout regarda les signes et lui dit : Ngaka lôde ntshob yi ndù :,raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_2 traduit (1).docx,57,"- Le génie, toutes les personnes qu'il a enlevées d'ici, il les a emportées au-delà du fleuve. Njoñ benntùn fa ze ziag num nji yub là, a num ndo’ yub nèn boa bo kà ntôg nkañntse.",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_2 traduit (1).docx,58,"Si tu peux dépasser le fleuve, tu pourras tuer les génies. O ku’ni nenèn kà ntôg kañntse, mba be o zwi ziag.",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_2 traduit (1).docx,59,"Les génies se trouvent dans une antilope-jument. Dans cette antilope, il y a un kewel. Dans cette petite antilope, il y a un corbeau. Dans ce corbeau, il y a un œuf. Cet œuf, si tu l'écrases, les femmes volées par le génie vont t'apparaître. Ba nziag nke nstwe à ntùm ta’ nyàmdiañe. Ta’ meto’ nyàmdiañ ntùm yen mà nyàmdiañ là. Ta’ mala ntùm yen meto’ nyàmdiañ là. Ntùm yen mala là, oa’ yen ta’ bumngab. O gho’ yen bumngab là, bènnzwi ziag yi là a’ tumde tô.",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_2 traduit (1).docx,60,Le marabout dit encore : Ngaka bèn ntshob ndù :,raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_2 traduit (1).docx,61,"- L’antilope Koba quitte son logis vers onze heures pour aller boire à la roche qui se trouve dans le fleuve. Louti est son nom. Nyàmdiañ lén se Koba num ntum nda i num nguan nyam ntshob ntshù’ gham, nèn nu ntse z’a num ntum ntùm loñ z’a be ntùm nkañntse là. Lén se b’a Louti.",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_2 traduit (1).docx,62,"Le chasseur prit sa gibecière, y mit sa nourriture et partit, accompagné de son chien. Ngata’yoñ lo’ ze bà fa’, njab ju z’a jù là tô bwe, bo mbwe i nèn.",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_2 traduit (1).docx,63,"Aussitôt qu'ils furent sortis de la ville, un lion les vit, rugit et courut vers eux. L'homme",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_2 traduit (1).docx,64,"s'agenouilla pour tirer, mais le lion lu i demanda : Ngelañ bo tum tùsô là, ta’ ngwayit yen yub nta’ yube. Màndum te nkeki’ nku mi nsi, nabte wul i mb’a zwi ngwayit là, là ngwayit bètt’é ndù :",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_2 traduit (1).docx,65,- Que vas-tu faire ? O diag ghù à ke?,raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_2 traduit (1).docx,66,"- On a volé ma femme, je suis à sa recherche; si tu veux m'attaquer, je te tue ! Bo yi nzwi àm, me tshwèt ndiag i; o kam àm, mba m’a’ zwi o.",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_2 traduit (1).docx,67,Le lion lui dit :Ngwayit tshob yi ndù :,raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_2 traduit (1).docx,68,"- Partons donc, je m'en vais t'aider. Ce que peut faire un ou deux, trois le feront mieux. Bag bin nène m’a’ ywimd’o. Ju ze be ta’ mèn ke bàa lo ku’ni neghù a bwô là, mba be ben tat ghù a bèn mbwô ntshùade.",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_2 traduit (1).docx,69,"Ils marchèrent longtemps ; un aigle venant on ne sait d'où, plana au-dessus du chasseur. Bo zin ngelañ yàme; Ta’ ghamatat tum, nke nfet num tu ngata’yoñ.",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_2 traduit (1).docx,70,"L'homme voulut le tuer, l'aigle dit : mandum diag nezwi i, ghamatat tshob ndù :",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_2 traduit (1).docx,71,- Que vas-tu faire de moi ? Oa’ lo’ àm ngù ke yi à ?,raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_2 traduit (1).docx,72,"- On a volé ma femme, je suis à sa recherche. Si tu m'attaques, je te tue tout de suite. Bo yi nzwi àm, me tshwèt ndiag i. O kam àm, mba m’a’ zwi o à kua’ ndonni.",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_2 traduit (1).docx,73,L'aigle lui dit : Ghamatat tshob yi ndù :,raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_2 traduit (1).docx,74,"- Allons-y, je vais t'aider. Ce que deux ou trois peuvent faire, quatre le pourront mieux. Bag bin nène, m’a’ ywimd’o. Ju ze ben bàa ke tat lo ku’ni neghù a bwô là, mba be ben kuà ghù a bèn mbwô ntshùade.",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_2 traduit (1).docx,75,"L'homme, avec les trois animaux, chemina dans la brousse. Quand ils arrivèrent au bord du fleuve, le lion creusa un trou profond ; ils s'y tapirent, bien cachés. Mandum boa tshen nyàm nà tse tat nke nzinde ntùm mfèn. Ngelañ bo kum mbañ kañ ntse là, ngwayit tswe’ ta’ tô a nèn nsi; bo lem wut yub tô bwe.",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_2 traduit (1).docx,76,"Vers onze heures, l'antilope-Koba arriva pour boire au rocher du fleuve. Le lion bondit et tomba sur elle ; il l'éventra. La petite antilope sortit du ventre et se mit à courir. Le chien la poursuivit. Ils coururent sur deux longueurs de sas, le chien l'attrapa et l'éventra. Un corbeau en sortit et s'envola. L'aigle le rencontra en l'air et le percuta : le corbeau tomba, l'aigle l'éventra. Un œuf en sortit et roula sur le sol, le chasseur l'écrasa. Num nyam ntshob ntshù’ ghame, nyàmdiañ Koba se’ nu ntse z’a num ntum ntùm loñ z’a be ntùm nkañ ntse là. Ngwayit tum ngwù num i, mbag bam se. Meto’ nyàmdiañ tum bam i nto’de nekù nde. Mbwe gwù nyam i nta’ i. Bo kù nde kà nèn ngùànesà, mbwe ghom nyàmdiañ mbag bam se. Ta’ mala tum, mfele. Ghamatat kod’i ntsham i: mala gwù ntam nsi, ghamatat bag bam se. Ta’ bumngab tum mbwoñde nsi, ngata’yoñ nywi’t’é.",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_2 traduit (1).docx,77,"Aussitôt on entendit de l'autre rive du fleuve, les cris de nombreuses femmes. Kua’ sen ngelañ nà, bo ju’ bènnzwi yàm nke ntô num mo’ yoñ kañntse.",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_2 traduit (1).docx,78,"L'homme retourna à la ville pour appeler les habitants. Quand ils vinrent, chacun prit sa pirogue. Mandum bèn ntùm tùsô tsiañ benntùn bo se’e. ngelañ bo kum nà, mba wù lo lo’ se kenu.",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_2 traduit (1).docx,79,"Le chasseur, lui, monta sur le lion et ils traversèrent le fleuve. Là-bas, il reconnut sa femme, la reprit et rentra avec elle. Ngata’yoñ ko’ ze num ngwayit, nèn mo’ yoñ kañntse. A kum mà bwe, njen nzwi i, ndo’ i mbèn bo yi.",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_2 traduit (1).docx,80,C'est là que le conte alla tomber dans la mer ; celui qui le respire ira au paradis. A ndùlàlà ze tshô mi là. Mènntùn z’a tshwèt nziag là a nèn paradis.,raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,1,Le jeune homme et le lion Ta’ nguan nshum bo ngwayit,raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,2,"Il était une fois un jeune citadin qui n’avait jamais quitté sa ville. A na’ mbe ta’ lé’, ta’ nguan nshum z’a na’ ke to’ tum ze tùsô nèn dù’ ghuà là.",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,3,"Il décida un jour de visiter le village de ses ancêtres, un petit village perdu dans la campagne, situé près d’une grande forêt. A lo’ mfi’ ta’ lé nenèn ntùm ntañla’ tà tse, ta’ meto’ tañla’ ngùanesà mbañ ta’ fèn ndùb.",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,4,"Dans cette forêt, il y avait beaucoup d’animaux sauvages et surtout des lions. Nyàm tshwèt na’ yàm ntùm sen fèn nà, là ngwayit mbèn njàm ntshùade.",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,5,"Le jeune homme n’avait jamais vu de lion ni à la télévision, ni en photos. Yen nguan nshum nà na’ ke to’ yen ngwayit ke ntùm ngùayen no, ke num netshañ no.",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,6,"Il faut dire que ces produits de la modernité n’étaient pas connus dans ces temps-là chez nous. A bwô netshob mbe, num tshen ngelañ nà bag na’ ke to’ yen tshen tshu nswe là la’ bag.",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,7,"Les gens de ce village n’allaient jamais dans la forêt, à cause des lions. Mba ngwayit na’ mbe ntùm mfèn nà, Benntùn yen tañla’ là na’ ke be nèn mà bwe.",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,8,"On raconte même que, quand les lions rugissaient dans la forêt, les portes des maisons claquaient, les canaris et les marmites se renversaient et tous les gens se terraient dans leur maison. Bo tshwèt mbèn ntshob mbe, ngelañ ba ngwayit na’ nke nkua’ ntùm mfèn nà, ba nzendà nke nga’de mbèn nke ndôge, ba ntu’ boa ba mba nke ngwùde nsi, mba zit mèn no lem wul i ndà i.",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,9,"Un beau matin, donc, le jeune citadin qui s’appelait Demba débarqua dans le village de ses ancêtres et fait vite connaissance avec tout le monde, et surtout avec Fatou, une belle jeune fille qui était une de ses cousines lointaines. Ta’ bam nkebnjù, yen nguan nshum nà z’a nke ntswe tùsô là lén se Demba se’ ntùm ntañla’ tà tse. A to’de nekut kushun bo njoñ benntùn fa, njôg mbe bo Fatou, ta’ mo’ mbwô ngon. A na’ mb’a mèn mo’ mvèt tàb ke mab lo.",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,10,"Les fiançailles ne durèrent pas longtemps, car ils décidèrent de se marier. Après quelques jours de noces, Demba retourna en ville. Bo tede ke tswe, ndo’ mfi’ nenandà. Bo nyiañ nandà men lé’ a mi, Demba bèn tùsô.",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,11,"Une année plus tard, il décida de retourner au village pour s’y installer définitivement avec Fatou et leur enfant. Tamngu’ tôg, a lo’ mfi’ nebèn mbèn ntùm ntañla’ tà tse tswe bwe yoñ ntshù’ bo Fatou ngù mèn yub.",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,12,"Pour marquer sa venue et montrer sa bravoure, il proposa à sa femme une promenade dans la forêt. Cette dernière, surprise, lui dit : Num nela’de mbe a se’e mbèn nda’de ze tànntù, a tshob nzwi i mbe bo nèn katte ntùm mfèn. Nzwi i tshàm, ntshob yi ndù :",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,13,"- Mais tu es fou, tu veux que les lions nous dévorent tous les deux ! O b’a mbàbun ké? O tshwèt ndiag mbe ba ngwayit fèt yag ben bàa ké?",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,14,"- Tu vas voir que moi je suis un homme, je ne suis pas comme les poltrons de chez vous. Oa’ yen mbe me b’a ta’ mandum, me ke’ b’a mba ba mbwôgtùn tse bo be la’ bin nà.",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,15,Suis-moi et amène avec toi notre fils ! dit Demba. Demba tshob ndù: lo’ mèn ntam njam àm!,raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,16,"La mort dans l’âme, Fatou obéit à son époux. Ke kô nkô, Fatou ju’ ntshu ndu i",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,17,"Arrivé à l’orée de la forêt, soudain, un chacal sortit d’une touffe d’herbes et fla devant eux. Demba se mit à crier : Bo kum mba bo tu ntùm mfèn nà, bo be tshù ta’ mbù tshwèt tum ntùm nena ñwag mbwe bo. Demba tô ntshob ndù :",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,18,"- Ah, ah tu vois, les lions, quand ils me voient, ils détalent. Ah ah o yen ké? Ngelañ ba ngwayit num njen àm nà bo kù ke lôde njam.",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,19,"- Mais ce n’est pas un lion, dit Fatou. Fatou tshob ndù : a ke’ b’a ngwayit là.",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,20,- C’est quoi ? demanda Demba. Demba bètt’é ndù : k’a b’a ke?,raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,21,"- C’est un chacal, répondit Fatou. Fatou tshob ndù : a b’a ta’ mbù tshwèt",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,22,"- Qu’importe, dit Demba, tu vas voir ! Demba tshob ndù : a be mba ke lo, oa’ yene!",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,23,"Quelques moments après, ce fut au tour d’une hyène de détaler devant eux. Demba sauta et dit: Men ngelañ be tôge, ta’ mbù kù ntôg mbwe bo. Demba bwôg, a tshob ndù :",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,24,"- Ce n’est pas un chacal ! C’est un lion, il est plus grand ! A ke’ b’a mbù tshwèt! a b’a ta’ ngwayit, a gwu’ ntshùa zemo’!",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,25,"- Doucement, dit Fatou, ce n’est qu’une hyène. Biag wul o, a b’a nda’ ta’ mbù.",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,26,"Après avoir longuement marché sans voir de lion, Demba proposa à sa femme de se reposer à l’ombre d’un acacia. Bo zin ngelañ yàm ke yen ta’ ngwayit, là Demba tshob nzwi i mbe bo tswe tun tù acacia mfide.",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,27,"Fatou aménagea de la place sur le sol pour son enfant qui commençait à dormir. Elle se coucha derrière l’enfant et Demba fatigué ft de même. Fatou nabte dù’ num tsha’ num nenô mèn i z’a na’ yà nke nzi là. A nô ze njam mèn, mba Demba nô ze ndù a yà bole.",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,28,"La brise et la fraîcheur de l'ombre aidant, ils s’endormirent tous. Dù’ nefide bo netshañ tù bo nô tun bwe là ywimde yube, njoñ yub fa zi",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,29,"Pendant ce temps, un lion arriva et s’installa sous un arbre à quelques pas d’eux. Yen ngelañ nà, ta’ ngwayit se’ ntswe tun ta’ tù mbañ bo.",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,30,Le bébé se réveilla le premier. Mèn be mbwe mén nebam num miaglo.,raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,31,"Il vit l’animal, à quatre pattes s’approcha de lui et commença à jouer avec sa queue. Fatou à son tour se réveilla et aperçut son enfant en train de jouer avec le lion ! A ye nyàm, nzin nku kua nkù’de mbañ i, nto’de neghù sa bo kun i. Fatou bam ze num miaglo, njen mèn nke ngù sa bo ngwayit!",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,32,Elle réveilla son mari et lui dit : A bam ndu i num miaglo ntshob yi ndù :,raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,33,"- Notre enfant est en danger, il joue avec le lion. Yôg mèn yag b’a ntùm nge’, a tshwèt ngù sa bo ngwayit.",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,34,"Demba se redressa, fixa l’animal et dit : Demba bwù’ wul i, ndôde nyàm, ntshob ndù :",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,35,- C’est ça un lion ? A b’a ngwayit li ké?,raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,36,"- C’est ça même, répondit Fatou. Fatou bùnde ndù, a b’a kua’ yi.",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,37,Aussitôt Demba commença à retrousser le bas de son pantalon. Fatou lui demanda alors : Be ndùse Demba ko’ nku trôsi se. Fatou bètt’é ndù :,raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,38,- Tu vas sauter sur lui ? Oa’ gwù num i ké?,raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,39,"Demba fait non de la tête et retroussa les manches de sa chemise. Demba nyi’de tu i mbe nga, nko’ mbu tu nzwe i.",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,40,"- Tu vas le frapper avec un bâton ? demanda à nouveau Fatou. Fatou bèn mbètte mbe, oa’ lab i bo kôg ké?",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,41,"Il fait non de la tête et dit à Fatou : A nyi’de tu i mbe nga, ntshob Fatou ndù :",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,42,- Donne-moi la main. Fà bu o me.,raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,43,- Tu vas fuir ? questionna Fatou Fatou bètt’é ndù : oa’ kù ké?,raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,44,"- Oui, s’il plaît à Dieu, répondit Demba. Demba bùnde ndù : ñ, a be z’a b’a ze nekô Nsi là.",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,45,- Et notre fils alors ? dit Fatou en pleurant. Fatou kua’ ntshob yi ndù : ke nshum yag o?,raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,46,"- On en fera un autre, cria Demba qui avait déjà commencé à courir. Demba to’de nekù nde, a tô mbùnde ndù : bag wù a’ bwe mo’o",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,47,"Heureusement pour le bébé, ce n’était pas un lion mais une lionne, qui lui avait même donné un peu de son lait. Ju netsiañde b’a mbe, a na’ ke b’a ta’ ngwayit ze mandum là ze mènnzwi, a fa mba bùn mèn.",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,48,Mon conte est fini ; celui qui respire le premier ira au paradis. Yàm tshô mii; mbwe mèn z’a zwiag là a’ nèn paradis.,raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,49,"Le sixième petit matin de la création, Papa Bondieu, accoudé au balcon du ciel, considérerait avec une certaine satisfaction les étoiles, innombrables loupiotes qui s'éteignent au lever du",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
Francais_3.docx,50,"jour. Bam nkebnjù lé’ ntôg mba bo nabte njoñ tshu fa là, baba Bondieu tswe mve kamànyam, ndôde njen nsa ntshu’ nsthu’ mba bo tshwèt nké’é, njù be làn bo biag, tsiañde dun ntù i.",raw_source,Use StorySegments for aligned rows where available; this table preserves original paragraph text.
