concept_text_id,concept_key,language_code,text,text_type,is_primary,source_file,source_sheet,source_row,status,notes
ct_00214,have_a_seat,med,Tswe nsi,phrase,False,simple-eng-med.xlsx,Sheet1,343,needs_native_review,Médumba translation candidate from source file.
ct_00215,get_down,en,Get down,phrase,True,simple-eng-med.xlsx,Sheet1,344,auto_extracted_needs_review,English source text.
ct_00216,get_down,med,Swe'e,word,False,simple-eng-med.xlsx,Sheet1,344,needs_native_review,Médumba translation candidate from source file.
ct_00217,go_up,en,Go up,phrase,True,simple-eng-med.xlsx,Sheet1,345,auto_extracted_needs_review,English source text.
ct_00218,go_up,med,ko'o,word,False,simple-eng-med.xlsx,Sheet1,345,needs_native_review,Médumba translation candidate from source file.
ct_00219,do_you_hear,en,Do you hear?,phrase,True,simple-eng-med.xlsx,Sheet1,346,auto_extracted_needs_review,English source text.
ct_00220,do_you_hear,med,O ju à?,phrase,False,simple-eng-med.xlsx,Sheet1,346,needs_native_review,Médumba translation candidate from source file.
ct_00221,i,en,I,word,True,simple-eng-med.xlsx,Sheet1,347,auto_extracted_needs_review,English source text.
ct_00222,i,med,Mé,word,False,simple-eng-med.xlsx,Sheet1,347,needs_native_review,Médumba translation candidate from source file.
ct_00223,i,en,I,word,True,simple-eng-med.xlsx,Sheet1,348,auto_extracted_needs_review,English source text.
ct_00224,i,med,Me,word,False,simple-eng-med.xlsx,Sheet1,348,needs_native_review,Médumba translation candidate from source file.
ct_00225,you,en,You,word,True,simple-eng-med.xlsx,Sheet1,349,auto_extracted_needs_review,English source text.
ct_00226,you,med,O,word,False,simple-eng-med.xlsx,Sheet1,349,needs_native_review,Médumba translation candidate from source file.
ct_00227,he,en,He,word,True,simple-eng-med.xlsx,Sheet1,350,auto_extracted_needs_review,English source text.
ct_00228,he,med,A,word,False,simple-eng-med.xlsx,Sheet1,350,needs_native_review,Médumba translation candidate from source file.
ct_00229,she,en,She,word,True,simple-eng-med.xlsx,Sheet1,351,auto_extracted_needs_review,English source text.
ct_00230,she,med,A,word,False,simple-eng-med.xlsx,Sheet1,351,needs_native_review,Médumba translation candidate from source file.
ct_00231,we,en,We,word,True,simple-eng-med.xlsx,Sheet1,352,auto_extracted_needs_review,English source text.
ct_00232,we,med,Bag,word,False,simple-eng-med.xlsx,Sheet1,352,needs_native_review,Médumba translation candidate from source file.
ct_00233,you,en,You,word,True,simple-eng-med.xlsx,Sheet1,353,auto_extracted_needs_review,English source text.
ct_00234,you,med,Bin,word,False,simple-eng-med.xlsx,Sheet1,353,needs_native_review,Médumba translation candidate from source file.
ct_00235,they,en,They,word,True,simple-eng-med.xlsx,Sheet1,354,auto_extracted_needs_review,English source text.
ct_00236,they,med,Bo,word,False,simple-eng-med.xlsx,Sheet1,354,needs_native_review,Médumba translation candidate from source file.
ct_00237,i_forgot,en,I forgot,phrase,True,simple-eng-med.xlsx,Sheet1,355,auto_extracted_needs_review,English source text.
ct_00238,i_forgot,med,Me lagde,phrase,False,simple-eng-med.xlsx,Sheet1,355,needs_native_review,Médumba translation candidate from source file.
ct_00239,for_whom,en,For whom,phrase,True,simple-eng-med.xlsx,Sheet1,356,auto_extracted_needs_review,English source text.
ct_00240,for_whom,med,Ze we?,phrase,False,simple-eng-med.xlsx,Sheet1,356,needs_native_review,Médumba translation candidate from source file.
ct_00241,who_is_it_for,en,Who is it for?,phrase,True,simple-eng-med.xlsx,Sheet1,357,auto_extracted_needs_review,English source text.
ct_00242,who_is_it_for,med,A ze we?,phrase,False,simple-eng-med.xlsx,Sheet1,357,needs_native_review,Médumba translation candidate from source file.
ct_00243,who_is_it_for,en,Who is it for?,phrase,True,simple-eng-med.xlsx,Sheet1,358,auto_extracted_needs_review,English source text.
ct_00244,who_is_it_for,med,A bʼa ze we?,phrase,False,simple-eng-med.xlsx,Sheet1,358,needs_native_review,Médumba translation candidate from source file.
ct_00245,it_s_mine,en,It's mine,phrase,True,simple-eng-med.xlsx,Sheet1,359,auto_extracted_needs_review,English source text.
ct_00246,it_s_mine,med,A yam,phrase,False,simple-eng-med.xlsx,Sheet1,359,needs_native_review,Médumba translation candidate from source file.
ct_00247,it_s_mine,en,It's mine,phrase,True,simple-eng-med.xlsx,Sheet1,360,auto_extracted_needs_review,English source text.
ct_00248,it_s_mine,med,A bʼa yam,phrase,False,simple-eng-med.xlsx,Sheet1,360,needs_native_review,Médumba translation candidate from source file.
ct_00249,it_s_yours,en,It's yours,phrase,True,simple-eng-med.xlsx,Sheet1,361,auto_extracted_needs_review,English source text.
ct_00250,it_s_yours,med,A yu,phrase,False,simple-eng-med.xlsx,Sheet1,361,needs_native_review,Médumba translation candidate from source file.
ct_00251,it_s_yours,en,It's yours,phrase,True,simple-eng-med.xlsx,Sheet1,362,auto_extracted_needs_review,English source text.
ct_00252,it_s_yours,med,A bʼa yu,phrase,False,simple-eng-med.xlsx,Sheet1,362,needs_native_review,Médumba translation candidate from source file.
ct_00253,it_s_his,en,It's his,phrase,True,simple-eng-med.xlsx,Sheet1,363,auto_extracted_needs_review,English source text.
ct_00254,it_s_his,med,A ze,phrase,False,simple-eng-med.xlsx,Sheet1,363,needs_native_review,Médumba translation candidate from source file.
ct_00255,it_s_his,en,It's his,phrase,True,simple-eng-med.xlsx,Sheet1,364,auto_extracted_needs_review,English source text.
ct_00256,it_s_his,med,A bʼa ze,phrase,False,simple-eng-med.xlsx,Sheet1,364,needs_native_review,Médumba translation candidate from source file.
ct_00257,it_s_ours,en,It's ours,phrase,True,simple-eng-med.xlsx,Sheet1,365,auto_extracted_needs_review,English source text.
ct_00258,it_s_ours,med,A yag,phrase,False,simple-eng-med.xlsx,Sheet1,365,needs_native_review,Médumba translation candidate from source file.
ct_00259,it_s_ours,en,It's ours,phrase,True,simple-eng-med.xlsx,Sheet1,366,auto_extracted_needs_review,English source text.
ct_00260,it_s_ours,med,A bʼa yag,phrase,False,simple-eng-med.xlsx,Sheet1,366,needs_native_review,Médumba translation candidate from source file.
ct_00261,it_s_yours,en,It's yours,phrase,True,simple-eng-med.xlsx,Sheet1,367,auto_extracted_needs_review,English source text.
ct_00262,it_s_yours,med,A zin,phrase,False,simple-eng-med.xlsx,Sheet1,367,needs_native_review,Médumba translation candidate from source file.
ct_00263,it_s_yours,en,It's yours,phrase,True,simple-eng-med.xlsx,Sheet1,368,auto_extracted_needs_review,English source text.
ct_00264,it_s_yours,med,A bʼa zin,phrase,False,simple-eng-med.xlsx,Sheet1,368,needs_native_review,Médumba translation candidate from source file.
ct_00265,it_s_theirs,en,It's theirs,phrase,True,simple-eng-med.xlsx,Sheet1,369,auto_extracted_needs_review,English source text.
ct_00266,it_s_theirs,med,A yub,phrase,False,simple-eng-med.xlsx,Sheet1,369,needs_native_review,Médumba translation candidate from source file.
ct_00267,it_s_theirs,en,It's theirs,phrase,True,simple-eng-med.xlsx,Sheet1,370,auto_extracted_needs_review,English source text.
ct_00268,it_s_theirs,med,A bʼa yub,phrase,False,simple-eng-med.xlsx,Sheet1,370,needs_native_review,Médumba translation candidate from source file.
ct_00269,it_is_true,en,It is true,phrase,True,simple-eng-med.xlsx,Sheet1,375,auto_extracted_needs_review,English source text.
ct_00270,it_is_true,med,A nenùn,phrase,False,simple-eng-med.xlsx,Sheet1,375,needs_native_review,Médumba translation candidate from source file.
ct_00271,it_is_true,en,It is true,phrase,True,simple-eng-med.xlsx,Sheet1,376,auto_extracted_needs_review,English source text.
ct_00272,it_is_true,med,A bèn mbʼà nenùn,phrase,False,simple-eng-med.xlsx,Sheet1,376,needs_native_review,Médumba translation candidate from source file.
ct_00273,it_is_not_true,en,It is not true,phrase,True,simple-eng-med.xlsx,Sheet1,377,auto_extracted_needs_review,English source text.
ct_00274,it_is_not_true,med,A ke nenùn,phrase,False,simple-eng-med.xlsx,Sheet1,377,needs_native_review,Médumba translation candidate from source file.
ct_00275,it_is_not_true,en,It is not true,phrase,True,simple-eng-med.xlsx,Sheet1,378,auto_extracted_needs_review,English source text.
ct_00276,it_is_not_true,med,A keʼ bʼà nenùn,phrase,False,simple-eng-med.xlsx,Sheet1,378,needs_native_review,Médumba translation candidate from source file.
ct_00277,it_is_not_true,en,It is not true,phrase,True,simple-eng-med.xlsx,Sheet1,379,auto_extracted_needs_review,English source text.
ct_00278,it_is_not_true,med,A bʼa tatte,phrase,False,simple-eng-med.xlsx,Sheet1,379,needs_native_review,Médumba translation candidate from source file.
ct_00279,it_is_a_lie,en,It is a lie,phrase,True,simple-eng-med.xlsx,Sheet1,380,auto_extracted_needs_review,English source text.
ct_00280,it_is_a_lie,med,A bʼa tatte,phrase,False,simple-eng-med.xlsx,Sheet1,380,needs_native_review,Médumba translation candidate from source file.
ct_00281,please_mother,en,Please mother,phrase,True,simple-eng-med.xlsx,Sheet1,381,auto_extracted_needs_review,English source text.
ct_00282,please_mother,med,Netshoʼo mà,phrase,False,simple-eng-med.xlsx,Sheet1,381,needs_native_review,Médumba translation candidate from source file.
ct_00283,a_little,en,A little,phrase,True,simple-eng-med.xlsx,Sheet1,382,auto_extracted_needs_review,English source text.
ct_00284,a_little,med,Metsit,word,False,simple-eng-med.xlsx,Sheet1,382,needs_native_review,Médumba translation candidate from source file.
ct_00285,a_lot,en,A lot,phrase,True,simple-eng-med.xlsx,Sheet1,383,auto_extracted_needs_review,English source text.
ct_00286,a_lot,med,Neshu,word,False,simple-eng-med.xlsx,Sheet1,383,needs_native_review,Médumba translation candidate from source file.
ct_00287,it_is_much,en,It is much,phrase,True,simple-eng-med.xlsx,Sheet1,384,auto_extracted_needs_review,English source text.
ct_00288,it_is_much,med,A ya' nka',phrase,False,simple-eng-med.xlsx,Sheet1,384,needs_native_review,Médumba translation candidate from source file.
ct_00289,small,en,Small,word,True,simple-eng-med.xlsx,Sheet1,385,auto_extracted_needs_review,English source text.
ct_00290,small,med,Kag,word,False,simple-eng-med.xlsx,Sheet1,385,needs_native_review,Médumba translation candidate from source file.
ct_00291,it_is_small,en,It is small,phrase,True,simple-eng-med.xlsx,Sheet1,386,auto_extracted_needs_review,English source text.
ct_00292,it_is_small,med,A kag,phrase,False,simple-eng-med.xlsx,Sheet1,386,needs_native_review,Médumba translation candidate from source file.
ct_00293,to_hurt,en,To hurt,phrase,True,simple-eng-med.xlsx,Sheet1,387,auto_extracted_needs_review,English source text.
ct_00294,to_hurt,med,Ya,word,False,simple-eng-med.xlsx,Sheet1,387,needs_native_review,Médumba translation candidate from source file.
ct_00295,it_hurts,en,It hurts,phrase,True,simple-eng-med.xlsx,Sheet1,388,auto_extracted_needs_review,English source text.
ct_00296,it_hurts,med,A tshwèt nja,phrase,False,simple-eng-med.xlsx,Sheet1,388,needs_native_review,Médumba translation candidate from source file.
ct_00297,please_my_brother,en,Please my brother,phrase,True,simple-eng-med.xlsx,Sheet1,389,auto_extracted_needs_review,English source text.
ct_00298,please_my_brother,med,Netshoʼo mfelàm,phrase,False,simple-eng-med.xlsx,Sheet1,389,needs_native_review,Médumba translation candidate from source file.
ct_00299,please_my_sister,en,Please my sister,phrase,True,simple-eng-med.xlsx,Sheet1,390,auto_extracted_needs_review,English source text.
ct_00300,please_my_sister,med,Netshoʼo mfelàm,phrase,False,simple-eng-med.xlsx,Sheet1,390,needs_native_review,Médumba translation candidate from source file.
ct_00301,that_s_good,en,That's good,phrase,True,simple-eng-med.xlsx,Sheet1,391,auto_extracted_needs_review,English source text.
ct_00302,that_s_good,med,A bwô,phrase,False,simple-eng-med.xlsx,Sheet1,391,needs_native_review,Médumba translation candidate from source file.
ct_00303,to_smell,en,To smell,phrase,True,simple-eng-med.xlsx,Sheet1,393,auto_extracted_needs_review,English source text.
ct_00304,to_smell,med,Nè là me,phrase,False,simple-eng-med.xlsx,Sheet1,393,needs_native_review,Médumba translation candidate from source file.
ct_00305,talk,en,Talk,word,True,simple-eng-med.xlsx,Sheet1,398,auto_extracted_needs_review,English source text.
ct_00306,talk,med,Ntshobe,word,False,simple-eng-med.xlsx,Sheet1,398,needs_native_review,Médumba translation candidate from source file.
ct_00307,listen,en,Listen,word,True,simple-eng-med.xlsx,Sheet1,399,auto_extracted_needs_review,English source text.
ct_00308,listen,med,Ju',word,False,simple-eng-med.xlsx,Sheet1,399,needs_native_review,Médumba translation candidate from source file.
ct_00309,tell_me,en,Tell me,phrase,True,simple-eng-med.xlsx,Sheet1,400,auto_extracted_needs_review,English source text.
ct_00310,tell_me,med,Tshob me,phrase,False,simple-eng-med.xlsx,Sheet1,400,needs_native_review,Médumba translation candidate from source file.
ct_00311,don_t_tell_him,en,Don't tell him,phrase,True,simple-eng-med.xlsx,Sheet1,401,auto_extracted_needs_review,English source text.
ct_00312,don_t_tell_him,med,Ka Tshob yi,phrase,False,simple-eng-med.xlsx,Sheet1,401,needs_native_review,Médumba translation candidate from source file.
ct_00313,don_t_listen,en,Don't listen,phrase,True,simple-eng-med.xlsx,Sheet1,402,auto_extracted_needs_review,English source text.
ct_00314,don_t_listen,med,Ka ju,phrase,False,simple-eng-med.xlsx,Sheet1,402,needs_native_review,Médumba translation candidate from source file.
ct_00315,don_t_hear,en,Don't hear,phrase,True,simple-eng-med.xlsx,Sheet1,403,auto_extracted_needs_review,English source text.
ct_00316,don_t_hear,med,Ka ju,phrase,False,simple-eng-med.xlsx,Sheet1,403,needs_native_review,Médumba translation candidate from source file.
ct_00317,listen_to_me,en,Listen to me,phrase,True,simple-eng-med.xlsx,Sheet1,404,auto_extracted_needs_review,English source text.
ct_00318,listen_to_me,med,Ju' am,phrase,False,simple-eng-med.xlsx,Sheet1,404,needs_native_review,Médumba translation candidate from source file.
ct_00319,be_upset,en,Be upset,phrase,True,simple-eng-med.xlsx,Sheet1,405,auto_extracted_needs_review,English source text.
ct_00320,be_upset,med,Yantu,word,False,simple-eng-med.xlsx,Sheet1,405,needs_native_review,Médumba translation candidate from source file.
ct_00321,be_mad,en,Be mad,phrase,True,simple-eng-med.xlsx,Sheet1,406,auto_extracted_needs_review,English source text.
ct_00322,be_mad,med,Yantu,word,False,simple-eng-med.xlsx,Sheet1,406,needs_native_review,Médumba translation candidate from source file.
ct_00323,get_upset,en,Get upset,phrase,True,simple-eng-med.xlsx,Sheet1,407,auto_extracted_needs_review,English source text.
ct_00324,get_upset,med,Yantu,word,False,simple-eng-med.xlsx,Sheet1,407,needs_native_review,Médumba translation candidate from source file.
ct_00325,get_mad,en,Get mad,phrase,True,simple-eng-med.xlsx,Sheet1,408,auto_extracted_needs_review,English source text.
ct_00326,get_mad,med,Yantu,word,False,simple-eng-med.xlsx,Sheet1,408,needs_native_review,Médumba translation candidate from source file.
ct_00327,be_happy,en,Be happy,phrase,True,simple-eng-med.xlsx,Sheet1,409,auto_extracted_needs_review,English source text.
ct_00328,be_happy,med,Tsiañde,word,False,simple-eng-med.xlsx,Sheet1,409,needs_native_review,Médumba translation candidate from source file.
ct_00329,i_am_happy,en,I am happy,phrase,True,simple-eng-med.xlsx,Sheet1,410,auto_extracted_needs_review,English source text.
ct_00330,i_am_happy,med,Nu bwo am,phrase,False,simple-eng-med.xlsx,Sheet1,410,needs_native_review,Médumba translation candidate from source file.
ct_00331,i_am_happy,en,I am happy,phrase,True,simple-eng-med.xlsx,Sheet1,411,auto_extracted_needs_review,English source text.
ct_00332,i_am_happy,med,Me Tsiañde,phrase,False,simple-eng-med.xlsx,Sheet1,411,needs_native_review,Médumba translation candidate from source file.
ct_00333,to_do,en,To do,phrase,True,simple-eng-med.xlsx,Sheet1,412,auto_extracted_needs_review,English source text.
ct_00334,to_do,med,Ghu,word,False,simple-eng-med.xlsx,Sheet1,412,needs_native_review,Médumba translation candidate from source file.
ct_00335,what_are_you_doing,en,What are you doing?,phrase,True,simple-eng-med.xlsx,Sheet1,413,auto_extracted_needs_review,English source text.
ct_00336,what_are_you_doing,med,O ghù a ke?,phrase,False,simple-eng-med.xlsx,Sheet1,413,needs_native_review,Médumba translation candidate from source file.
ct_00337,i_know,en,I know,phrase,True,simple-eng-med.xlsx,Sheet1,414,auto_extracted_needs_review,English source text.
ct_00338,i_know,med,Me lèn,phrase,False,simple-eng-med.xlsx,Sheet1,414,needs_native_review,Médumba translation candidate from source file.
ct_00339,i_don_t_know,en,I don't know,phrase,True,simple-eng-med.xlsx,Sheet1,415,auto_extracted_needs_review,English source text.
ct_00340,i_don_t_know,med,Me ke' lèn,phrase,False,simple-eng-med.xlsx,Sheet1,415,needs_native_review,Médumba translation candidate from source file.
ct_00341,help_me_please,en,Help me please,phrase,True,simple-eng-med.xlsx,Sheet1,416,auto_extracted_needs_review,English source text.
ct_00342,help_me_please,med,Ywi mtè am Netshoʼo,phrase,False,simple-eng-med.xlsx,Sheet1,416,needs_native_review,Médumba translation candidate from source file.
ct_00343,give_mine,en,Give mine,phrase,True,simple-eng-med.xlsx,Sheet1,417,auto_extracted_needs_review,English source text.
ct_00344,give_mine,med,Fa yam,phrase,False,simple-eng-med.xlsx,Sheet1,417,needs_native_review,Médumba translation candidate from source file.
ct_00345,please_give_mine,en,Please give mine,phrase,True,simple-eng-med.xlsx,Sheet1,418,auto_extracted_needs_review,English source text.
ct_00346,please_give_mine,med,Netshoʼo fa yam,phrase,False,simple-eng-med.xlsx,Sheet1,418,needs_native_review,Médumba translation candidate from source file.
ct_00347,here_it_is,en,Here it is,phrase,True,simple-eng-med.xlsx,Sheet1,421,auto_extracted_needs_review,English source text.
ct_00348,here_it_is,med,A li,phrase,False,simple-eng-med.xlsx,Sheet1,421,needs_native_review,Médumba translation candidate from source file.
ct_00349,here_it_is_beside_you,en,Here it is beside you,phrase,True,simple-eng-med.xlsx,Sheet1,422,auto_extracted_needs_review,English source text.
ct_00350,here_it_is_beside_you,med,A la,phrase,False,simple-eng-med.xlsx,Sheet1,422,needs_native_review,Médumba translation candidate from source file.
ct_00351,here_it_is_away_from_you,en,Here it is away from you,phrase,True,simple-eng-med.xlsx,Sheet1,423,auto_extracted_needs_review,English source text.
ct_00352,here_it_is_away_from_you,med,A din,phrase,False,simple-eng-med.xlsx,Sheet1,423,needs_native_review,Médumba translation candidate from source file.
ct_00353,i_am_tired,en,I am tired,phrase,True,simple-eng-med.xlsx,Sheet1,424,auto_extracted_needs_review,English source text.
ct_00354,i_am_tired,med,Me bod,phrase,False,simple-eng-med.xlsx,Sheet1,424,needs_native_review,Médumba translation candidate from source file.
ct_00355,i_am_eating,en,I am eating,phrase,True,simple-eng-med.xlsx,Sheet1,425,auto_extracted_needs_review,English source text.
ct_00356,i_am_eating,med,Mé ju â ju,phrase,False,simple-eng-med.xlsx,Sheet1,425,needs_native_review,Médumba translation candidate from source file.
ct_00357,where_are_you,en,Where are you?,phrase,True,simple-eng-med.xlsx,Sheet1,426,auto_extracted_needs_review,English source text.
ct_00358,where_are_you,med,O bʼa ya?,phrase,False,simple-eng-med.xlsx,Sheet1,426,needs_native_review,Médumba translation candidate from source file.
ct_00359,i_am_in_the_room,en,I am in the room,phrase,True,simple-eng-med.xlsx,Sheet1,427,auto_extracted_needs_review,English source text.
ct_00360,i_am_in_the_room,med,Me bʼa to' nda,phrase,False,simple-eng-med.xlsx,Sheet1,427,needs_native_review,Médumba translation candidate from source file.
ct_00361,i_am_in_the_kitchen,en,I am in the kitchen,phrase,True,simple-eng-med.xlsx,Sheet1,428,auto_extracted_needs_review,English source text.
ct_00362,i_am_in_the_kitchen,med,Me bʼa fe 'mbwoge,phrase,False,simple-eng-med.xlsx,Sheet1,428,needs_native_review,Médumba translation candidate from source file.
ct_00363,here_he_is,en,Here he is,phrase,True,simple-eng-med.xlsx,Sheet1,429,auto_extracted_needs_review,English source text.
ct_00364,here_he_is,med,A be nsi la,phrase,False,simple-eng-med.xlsx,Sheet1,429,needs_native_review,Médumba translation candidate from source file.
ct_00365,here_he_is,en,Here he is,phrase,True,simple-eng-med.xlsx,Sheet1,430,auto_extracted_needs_review,English source text.
ct_00366,here_he_is,med,A la nsi,phrase,False,simple-eng-med.xlsx,Sheet1,430,needs_native_review,Médumba translation candidate from source file.
ct_00367,here_i_am,en,Here I am,phrase,True,simple-eng-med.xlsx,Sheet1,431,auto_extracted_needs_review,English source text.
ct_00368,here_i_am,med,Mè be nsi la,phrase,False,simple-eng-med.xlsx,Sheet1,431,needs_native_review,Médumba translation candidate from source file.
ct_00369,you_are_not_here,en,You are not here,phrase,True,simple-eng-med.xlsx,Sheet1,432,auto_extracted_needs_review,English source text.
ct_00370,you_are_not_here,med,O kê' be nsi,phrase,False,simple-eng-med.xlsx,Sheet1,432,needs_native_review,Médumba translation candidate from source file.
ct_00371,she_is_not_there,en,She is not there,phrase,True,simple-eng-med.xlsx,Sheet1,433,auto_extracted_needs_review,English source text.
ct_00372,she_is_not_there,med,A kê' be nsi,phrase,False,simple-eng-med.xlsx,Sheet1,433,needs_native_review,Médumba translation candidate from source file.
ct_00373,you_are_laughing,en,You are laughing,phrase,True,simple-eng-med.xlsx,Sheet1,434,auto_extracted_needs_review,English source text.
ct_00374,you_are_laughing,med,O tshwèt nzwi,phrase,False,simple-eng-med.xlsx,Sheet1,434,needs_native_review,Médumba translation candidate from source file.
ct_00375,you_are_crying,en,You are crying,phrase,True,simple-eng-med.xlsx,Sheet1,435,auto_extracted_needs_review,English source text.
ct_00376,you_are_crying,med,O tshwèt nkuâ'a,phrase,False,simple-eng-med.xlsx,Sheet1,435,needs_native_review,Médumba translation candidate from source file.
ct_00377,why_are_you_laughing,en,Why are you laughing?,phrase,True,simple-eng-med.xlsx,Sheet1,436,auto_extracted_needs_review,English source text.
ct_00378,why_are_you_laughing,med,O zwi â numke?,phrase,False,simple-eng-med.xlsx,Sheet1,436,needs_native_review,Médumba translation candidate from source file.
ct_00379,because_i_am_happy,en,Because I am happy,phrase,True,simple-eng-med.xlsx,Sheet1,437,auto_extracted_needs_review,English source text.
ct_00380,because_i_am_happy,med,Nummbe nu bwo am Tsiañde,phrase,False,simple-eng-med.xlsx,Sheet1,437,needs_native_review,Médumba translation candidate from source file.
ct_00381,because_i_am_happy,en,Because I am happy,phrase,True,simple-eng-med.xlsx,Sheet1,438,auto_extracted_needs_review,English source text.
ct_00382,because_i_am_happy,med,Nummbe me Tsiañde,phrase,False,simple-eng-med.xlsx,Sheet1,438,needs_native_review,Médumba translation candidate from source file.
ct_00383,i_don_t_know,en,I don't know,phrase,True,simple-eng-med.xlsx,Sheet1,439,auto_extracted_needs_review,English source text.
ct_00384,i_don_t_know,med,Me ke' lèn,phrase,False,simple-eng-med.xlsx,Sheet1,439,needs_native_review,Médumba translation candidate from source file.
ct_00385,that_s_right,en,That's right,phrase,True,simple-eng-med.xlsx,Sheet1,440,auto_extracted_needs_review,English source text.
ct_00386,that_s_right,med,A kua' yi la,phrase,False,simple-eng-med.xlsx,Sheet1,440,needs_native_review,Médumba translation candidate from source file.
ct_00387,exactly,en,Exactly,word,True,simple-eng-med.xlsx,Sheet1,441,auto_extracted_needs_review,English source text.
ct_00388,exactly,med,Kua' yi la,phrase,False,simple-eng-med.xlsx,Sheet1,441,needs_native_review,Médumba translation candidate from source file.
ct_00389,get_up,en,Get up,phrase,True,simple-eng-med.xlsx,Sheet1,442,auto_extracted_needs_review,English source text.
ct_00390,get_up,med,Lo si,phrase,False,simple-eng-med.xlsx,Sheet1,442,needs_native_review,Médumba translation candidate from source file.
ct_00391,thank_you,en,Thank you,phrase,True,simple-eng-med.xlsx,Sheet1,443,auto_extracted_needs_review,English source text.
ct_00392,thank_you,med,Me labte,phrase,False,simple-eng-med.xlsx,Sheet1,443,needs_native_review,Médumba translation candidate from source file.
ct_00393,run,en,Run,word,True,simple-eng-med.xlsx,Sheet1,444,auto_extracted_needs_review,English source text.
ct_00394,run,med,Nkù nde,phrase,False,simple-eng-med.xlsx,Sheet1,444,needs_native_review,Médumba translation candidate from source file.
ct_00395,jump,en,Jump,word,True,simple-eng-med.xlsx,Sheet1,445,auto_extracted_needs_review,English source text.
ct_00396,jump,med,Ywele,word,False,simple-eng-med.xlsx,Sheet1,445,needs_native_review,Médumba translation candidate from source file.
ct_00397,don_t_touch,en,Don't touch,phrase,True,simple-eng-med.xlsx,Sheet1,446,auto_extracted_needs_review,English source text.
ct_00398,don_t_touch,med,Ka nkwag,phrase,False,simple-eng-med.xlsx,Sheet1,446,needs_native_review,Médumba translation candidate from source file.
ct_00399,wake_up,en,Wake up,phrase,True,simple-eng-med.xlsx,Sheet1,447,auto_extracted_needs_review,English source text.
ct_00400,wake_up,med,Bà me,phrase,False,simple-eng-med.xlsx,Sheet1,447,needs_native_review,Médumba translation candidate from source file.
ct_00401,will_wake_up,en,Will wake up,phrase,True,simple-eng-med.xlsx,Sheet1,448,auto_extracted_needs_review,English source text.
ct_00402,will_wake_up,med,Nù mi,phrase,False,simple-eng-med.xlsx,Sheet1,448,needs_native_review,Médumba translation candidate from source file.
ct_00403,awaken_him,en,awaken him,phrase,True,simple-eng-med.xlsx,Sheet1,449,auto_extracted_needs_review,English source text.
ct_00404,awaken_him,med,bà mi,phrase,False,simple-eng-med.xlsx,Sheet1,449,needs_native_review,Médumba translation candidate from source file.
ct_00405,don_t_awaken_her,en,don't awaken her,phrase,True,simple-eng-med.xlsx,Sheet1,450,auto_extracted_needs_review,English source text.
ct_00406,don_t_awaken_her,med,ka bà mi,phrase,False,simple-eng-med.xlsx,Sheet1,450,needs_native_review,Médumba translation candidate from source file.
ct_00407,where_is_your_dad,en,Where is your Dad?,phrase,True,simple-eng-med.xlsx,Sheet1,451,auto_extracted_needs_review,English source text.
ct_00408,where_is_your_dad,med,Tàan ya?,phrase,False,simple-eng-med.xlsx,Sheet1,451,needs_native_review,Médumba translation candidate from source file.
ct_00409,where_is_your_father,en,Where is your father?,phrase,True,simple-eng-med.xlsx,Sheet1,452,auto_extracted_needs_review,English source text.
ct_00410,where_is_your_father,med,Tàan ya?,phrase,False,simple-eng-med.xlsx,Sheet1,452,needs_native_review,Médumba translation candidate from source file.
ct_00411,i_don_t_have,en,I don't have,phrase,True,simple-eng-med.xlsx,Sheet1,458,auto_extracted_needs_review,English source text.
ct_00412,i_don_t_have,med,Me ke’ ghù,phrase,False,simple-eng-med.xlsx,Sheet1,458,needs_native_review,Médumba translation candidate from source file.
ct_00413,i_don_t_have_money,en,I don't have money,phrase,True,simple-eng-med.xlsx,Sheet1,459,auto_extracted_needs_review,English source text.
ct_00414,i_don_t_have_money,med,Me ke’ ghù nkàb.,phrase,False,simple-eng-med.xlsx,Sheet1,459,needs_native_review,Médumba translation candidate from source file.
ct_00415,walk,en,Walk,word,True,simple-eng-med.xlsx,Sheet1,461,auto_extracted_needs_review,English source text.
ct_00416,walk,med,Zin,word,False,simple-eng-med.xlsx,Sheet1,461,needs_native_review,Médumba translation candidate from source file.
ct_00417,welcome,en,Welcome,word,True,simple-eng-med.xlsx,Sheet1,462,auto_extracted_needs_review,English source text.
ct_00418,welcome,med,Seʼ mebwô,phrase,False,simple-eng-med.xlsx,Sheet1,462,needs_native_review,Médumba translation candidate from source file.
ct_00419,you_are_welcome,en,You are welcome,phrase,True,simple-eng-med.xlsx,Sheet1,463,auto_extracted_needs_review,English source text.
ct_00420,you_are_welcome,med,Seʼ mebwô,phrase,False,simple-eng-med.xlsx,Sheet1,463,needs_native_review,Médumba translation candidate from source file.
ct_00421,don_t_walk,en,Don't walk,phrase,True,simple-eng-med.xlsx,Sheet1,465,auto_extracted_needs_review,English source text.
ct_00422,don_t_walk,med,Ka zin,phrase,False,simple-eng-med.xlsx,Sheet1,465,needs_native_review,Médumba translation candidate from source file.
ct_00423,don_t_sit,en,Don't sit,phrase,True,simple-eng-med.xlsx,Sheet1,466,auto_extracted_needs_review,English source text.
ct_00424,don_t_sit,med,Ka tswe nsi,phrase,False,simple-eng-med.xlsx,Sheet1,466,needs_native_review,Médumba translation candidate from source file.
