source_file,source_sheet,source_row,English,Medumba,category,status,review_reason,word_count
eng-med_processing.xlsx,Processed_Entries_Combined,858,Note what you will be able to learn from the Bible that can be useful in your everyday life.,Te kùt num ba tshu tse bʼo ziʼde ntùm Ñwaʼni Nsi tsʼa kuʼni neywimdʼo ntùm yôg so njoñ léʼ fa là.,body,source_context_only,Religious/source-context term; do not import into child lessons by default.,19
eng-med_processing.xlsx,Processed_Entries_Combined,859,Why Do We Dress Up for Our Meetings?,Numke bag nke maʼ mbwô nzwe num tshag ntseʼdʼà?,questions,needs_review,Needs native speaker review.,8
eng-med_processing.xlsx,Processed_Entries_Combined,860,Have you noticed in the pictures in this brochure how well-dressed Jehovah’s Witnesses are when attending their congregation meetings? Why do we pay such attention to our dress and grooming?,O yen num netshañ ntùm yen kam buʼ ñwaʼni li mba ba Ghakwénta Yaweh Nsi be maʼ nzwe mebwô nenèn tshob ntseʼde ké? Ke zʼa ghù bag nke njen nenapte wut yag mebwô mba ju ndùb à?,home_objects,source_context_only,Religious/source-context term; do not import into child lessons by default.,30
eng-med_processing.xlsx,Processed_Entries_Combined,861,To show respect for our God.,Num nekuʼni yag Nsi.,pronouns_possession,source_context_only,Religious/source-context term; do not import into child lessons by default.,6
eng-med_processing.xlsx,Processed_Entries_Combined,861,It is true that God looks beyond our outward appearance.,A nenùn mbe Nsi keʼ be lôdʼà ntshù mènntùn.,body,source_context_only,Religious/source-context term; do not import into child lessons by default.,10
eng-med_processing.xlsx,Processed_Entries_Combined,861,"However, when we gather to worship him, our heartfelt desire is to show respect both for him and for our fellow worshippers.","Ndùla, ngelañ bag à bin num ntamde neghamdʼé là, ze ben nzi bʼa nefà nkuʼni yi mbèn mfà fèt ben.",body,source_context_only,Religious/source-context term; do not import into child lessons by default.,22
eng-med_processing.xlsx,Processed_Entries_Combined,861,"If we were to stand before a judge in court, we would likely give attention to our appearance out of regard for his position.","Be nke ndiag nenèn mbwe taʼ ngasaʼkame, mba bag bin aʼ napte wut ben nummbe a bʼa taʼ mèn ndùb.",body,needs_review,Long/paragraph entry; keep as raw source or split manually.,24
eng-med_processing.xlsx,Processed_Entries_Combined,861,"Likewise, the way we appear at meetings shows our esteem for “the Judge of all the earth,” Jehovah God, and for the place where we worship him.","Be ndañdañ, zebe mat nemaʼ nzwe ngelañ ntseʼde, nke ndaʼdʼà nkuʼni be ghù mfà num Yaweh Nsi, Ngasaʼkame ze ndùb njoñ nsitshaʼ fa là, bèn ngù num dùʼ ze be num ngamdʼé bwe là.",body,source_context_only,Religious/source-context term; do not import into child lessons by default.,27
eng-med_processing.xlsx,Processed_Entries_Combined,862,To reflect the values that we live by.,A num ndaʼde yag mat netswe yi.,pronouns_possession,needs_review,Needs native speaker review.,8
eng-med_processing.xlsx,Processed_Entries_Combined,862,"The Bible encourages Christians to dress “with modesty and soundness of mind.” Dressing “with modesty” means avoiding clothing that might draw attention to us by being showy, provocative, or revealing.","Ñwaʼni Nsi tshwèt nso kù num Benkristô ndù bo maʼ nzwe “bo mbétni, ke fà nu tuswe.” Nemaʼ nzwe “bo mbétni” nke ndaʼdʼà mbe be be nguaʼ ba nzwe tsʼa kuʼni neghù bo nke ndôde ben taʼ là, mba tse neyende, nefile, ke nediag ntsha lo.",animals,source_context_only,Religious/source-context term; do not import into child lessons by default.,30
eng-med_processing.xlsx,Processed_Entries_Combined,865,"Do not let your clothing hold you back from attending the Kingdom Hall. Our clothes do not need to be expensive or fancy to be appropriate, clean, and presentable.","Kà nu nzwe tshèttʼo nebe ke seʼ ndà ntseʼde Nufen. Nzwe netsin keʼ bʼa netanjoñ ke nebwô taʼ lo, a bwô ndù a làn mbèn nkuʼni.",learning,source_context_only,Religious/source-context term; do not import into child lessons by default.,29
eng-med_processing.xlsx,Processed_Entries_Combined,866,How important is the way we dress when we worship God?,Zebe mat nemaʼ nzwe bʼa ju ndùb ngelañ be tshwèt ngamde Nsi à numke?,questions,source_context_only,Religious/source-context term; do not import into child lessons by default.,11
eng-med_processing.xlsx,Processed_Entries_Combined,867,What principles guide our choices in dress and grooming?,Tsit tun ntshùʼ bèn nke ntshagde yag ntùm mat netshoʼ tshag nzwe bo nenapte wut yag à?,home_objects,needs_review,Long/paragraph entry; keep as raw source or split manually.,9
eng-med_processing.xlsx,Processed_Entries_Combined,868,How Can We Best Prepare for the Meetings?,Mbwô mat nenapte ziʼde bʼa ndùke?,general,needs_review,Needs native speaker review.,8
eng-med_processing.xlsx,Processed_Entries_Combined,869,"If you are studying the Bible with one of Jehovah’s Witnesses, you likely try to review the material in advance of each study.","A be ndù o num nziʼde Ñwaʼni Nsi bo taʼ Ngakwénta Yaweh Nsi, mba moʼndù o num nkagtùn nenape yu ziʼde kà bin yi ziʼde.",general,source_context_only,Religious/source-context term; do not import into child lessons by default.,23
eng-med_processing.xlsx,Processed_Entries_Combined,869,"For the greatest benefit, it is good to do the same before attending a congregation meeting.","Nejù bin yàme, a bwô o ghù ju ntshùʼ kà nèn ntseʼde.",food_drink,source_context_only,Religious/source-context term; do not import into child lessons by default.,16
eng-med_processing.xlsx,Processed_Entries_Combined,869,The best results are achieved when we establish a good routine.,Neghù ntshoʼfaʼ mebwô bʼa nenapte taʼ nkazin.,questions,needs_review,Long/paragraph entry; keep as raw source or split manually.,11
eng-med_processing.xlsx,Processed_Entries_Combined,873,"By examining the different subjects that are discussed each week at the meetings, you will add new thoughts to your “treasure store” of Bible knowledge.","Oaʼ be ziʼde tshu nzenze tsʼa num ntôg ntùm ntseʼde ngabnjù là, nkwiʼde tôgntse ywèle num yu zenu Ñwaʼni Nsi.",time,source_context_only,Religious/source-context term; do not import into child lessons by default.,25
eng-med_processing.xlsx,Processed_Entries_Combined,874,What routine could you establish to prepare for the meetings?,Zit nkazin o kuʼni neyab num nenapte ba ntseʼdʼà?,questions,needs_review,Long/paragraph entry; keep as raw source or split manually.,10
eng-med_processing.xlsx,Processed_Entries_Combined,875,How can you prepare yourself to make a comment at the meeting?,Be o napte wul o num nefà taʼ bùnde ndà ntseʼdʼà ndùke?,questions,needs_review,Long/paragraph entry; keep as raw source or split manually.,12
eng-med_processing.xlsx,Processed_Entries_Combined,876,"Following the method just outlined, prepare for the Watchtower Study or the Congregation Bible Study.","Nebét nkazin be ziʼde ntùm yen bag i li là, napte ziʼde Ndiañ Ntom, ke ziʼde Ñwaʼni Nsi ndà ntseʼde lo.",general,source_context_only,Religious/source-context term; do not import into child lessons by default.,15
eng-med_processing.xlsx,Processed_Entries_Combined,876,"With your Bible teacher’s help, prepare a comment that you might make at the next meeting.",Bètte yu ngatswide a ywimdʼo nenapte taʼ bùnde num ntseʼde zʼa seʼ là.,values_communication,source_context_only,Religious/source-context term; do not import into child lessons by default.,16
eng-med_processing.xlsx,Processed_Entries_Combined,877,What Is Family Worship?,Ziʼde tunndà bʼa ke?,questions,source_context_only,Religious/source-context term; do not import into child lessons by default.,4
eng-med_processing.xlsx,Processed_Entries_Combined,878,"Since ancient times, Jehovah has wanted each family to spend time together, fortifying their spirituality and strengthening their household.","Ta fe mbwe, Yaweh Nsi naʼ kô mbe ba tunndà nke nkùmde num neso kù num bo num bag ywèle, mbèn so neta ntùm tunndà.",home_objects,source_context_only,Religious/source-context term; do not import into child lessons by default.,19
eng-med_processing.xlsx,Processed_Entries_Combined,879,"That is why Jehovah’s Witnesses set aside a period each week for the family to worship together discussing, in a relaxed setting, spiritual matters that are tailored to their needs.","A yennà bèn ngù kà Ghakwénta Yaweh Nsi nke njab metsit ngelañ ntùm ngabnjù netamde ngamdʼé bo tunndà, nke nswade ntshob ntùm nebotte, num ba tshu ywèt tsʼa tshwèt ndôde yub ngùtni là.",questions,source_context_only,Religious/source-context term; do not import into child lessons by default.,30
eng-med_processing.xlsx,Processed_Entries_Combined,879,"Even if you live alone, such time can be well-spent with God on a Bible study project of your choosing.","Mba ngelañ o num ntswe tùʼ o là, o kuʼni neloʼ ngelañ neziʼde tshu tsʼo tshoʼ là mfà num Nsi.",learning,source_context_only,Religious/source-context term; do not import into child lessons by default.,20
eng-med_processing.xlsx,Processed_Entries_Combined,880,It is a time to draw closer to Jehovah.,A nke mbʼa ngelañ neghebte Yaweh Nsi.,app_ui,source_context_only,Religious/source-context term; do not import into child lessons by default.,9
eng-med_processing.xlsx,Processed_Entries_Combined,880,"“Draw close to God, and he will draw close to you.” We get to know Jehovah better when we learn details about his personality and his actions through the pages of his written Word.","“Bin kùʼde nseʼ mbañ Nsi, aʼ kùʼde nseʼ mbañ bin.” Nelèn Yaweh Nsi mebwô bʼa neziʼde mèn zʼa be yi là mbèn ndèn mba ngùninu mi ntùm Nwaʼni Nsi.",body,source_context_only,Religious/source-context term; do not import into child lessons by default.,34
eng-med_processing.xlsx,Processed_Entries_Combined,881,"An easy way to begin your family worship is to spend some of the time reading the Bible aloud together, perhaps following the weekly schedule for the Life and Ministry Meeting.","Mat zʼa fiag netoʼde ziʼde tunndà là bʼa nesiañ Ñwaʼni Nsi bo tunndà, tshag là so tù, moʼndù nke mbét nkazin ziʼde ngabnjù Yôg mènkristô bo nàfaʼ.",learning,source_context_only,Religious/source-context term; do not import into child lessons by default.,31
eng-med_processing.xlsx,Processed_Entries_Combined,881,"A portion of the reading could be assigned to each family member, and then all can discuss what was learned from the Scriptures.","Be bo fà taʼ bag i nesiañ mba zit mèn no ntùm tunndà, kà ngù nswade ntshob mfà num ju bo ziʼde bwe là.",body,needs_review,Long/paragraph entry; keep as raw source or split manually.,23
eng-med_processing.xlsx,Processed_Entries_Combined,882,It is a time to draw closer to family members.,A bʼa taʼ ngelañ neghebte mba zit mèn no ntùm tunndà.,app_ui,needs_review,Long/paragraph entry; keep as raw source or split manually.,10
eng-med_processing.xlsx,Processed_Entries_Combined,882,"Husbands and wives, as well as parents and children, strengthen their bonds with one another when they study the Bible as a family.","Bandum, bènnzwi, mba ba tà boa bônkeʼ num kut yub kushun ngelañ bo num nziʼde Ñwaʼni Nsi ntùm tunndà là.",family_people,source_context_only,Religious/source-context term; do not import into child lessons by default.,23
eng-med_processing.xlsx,Processed_Entries_Combined,882,"It should be a happy, peaceful time and a highlight of the week.",A bwô a bʼa taʼ ngelañ tsiañde bo fide bo tshwèt mbéb ntùm ngabnjù là.,feelings,needs_review,Long/paragraph entry; keep as raw source or split manually.,13
eng-med_processing.xlsx,Processed_Entries_Combined,884,Why not watch a program televised on JW Broadcasting and discuss it together afterward?,"Bin kuʼni neyen mba netshañ ñwù ntùm Ngùayen JW num koñnkùn, mbèn nswade ntshob num bwe.",questions,needs_review,Long/paragraph entry; keep as raw source or split manually.,14
eng-med_processing.xlsx,Processed_Entries_Combined,884,You may enjoy practicing the songs that will be sung at the meetings and having some refreshments after family worship.,Bin kuʼni nebèn njob ba nkwi bo nsi yob ndà ntseʼde là mbèn njù metsit ju ngelañ ziʼde tunndà mi là.,weather_nature,source_context_only,Religious/source-context term; do not import into child lessons by default.,20
eng-med_processing.xlsx,Processed_Entries_Combined,885,"This special time spent every week worshipping Jehovah together will help all in the family to find delight in God’s Word, and he will richly bless your efforts.","Yen ngelañ ndùb netôg njoñ ngabnjù fa num netamde ngamde Yaweh Nsi bo yu tunndà aʼ ywimdʼo neghù tsiañde num nesiañ Ñwaʼni Nsi, mbèn nañ mbotni num yu kagtùn.",learning,source_context_only,Religious/source-context term; do not import into child lessons by default.,28
eng-med_processing.xlsx,Processed_Entries_Combined,886,Why do we set aside time for family worship?,Numke a mbwô nefon ngelañ num ziʼde tunndà à?,questions,source_context_only,Religious/source-context term; do not import into child lessons by default.,9
eng-med_processing.xlsx,Processed_Entries_Combined,887,How can parents make this occasion enjoyable for all in the family?,Ba tà bon kuʼni neghù à ke tsiañde be ngelañ ziʼde tunndà à?,family_people,needs_review,Long/paragraph entry; keep as raw source or split manually.,12
eng-med_processing.xlsx,Processed_Entries_Combined,888,Get some ideas from others in the congregation about what they do for their family worship.,Bètte tsemoʼ ntùm ndà ntseʼde mba bo num ngù yub ziʼde tunndà là.,questions,source_context_only,Religious/source-context term; do not import into child lessons by default.,16
eng-med_processing.xlsx,Processed_Entries_Combined,888,"Also, find out what publications are available at the Kingdom Hall to use in teaching your children about Jehovah.",Mbèn ndiag ba ñwaʼni ntùm ndà ntseʼde tsʼa kuʼni neywimdʼo netswide bon tsho nelèn Yaweh Nsi là.,family_people,source_context_only,Religious/source-context term; do not import into child lessons by default.,19
eng-med_processing.xlsx,Processed_Entries_Combined,889,Why Do We Attend Large Assemblies?,Numke bag nke nèn ba mbumde ndùb à?,questions,needs_review,Needs native speaker review.,6
eng-med_processing.xlsx,Processed_Entries_Combined,890,Why do we participate in large gatherings?,Numke bag nke nèn ba mbumde ndùb à?,questions,needs_review,Needs native speaker review.,7
eng-med_processing.xlsx,Processed_Entries_Combined,891,Why is there such joy on the faces of these people?,Numke tshen benntùn ni mbe ntùm tsiañdʼà?,questions,needs_review,Long/paragraph entry; keep as raw source or split manually.,11
eng-med_processing.xlsx,Processed_Entries_Combined,892,They are attending one of our assemblies.,Nummbe bo bʼa dùʼ taʼ yag bumde ndùb.,descriptions_quantity,needs_review,Needs native speaker review.,7
eng-med_processing.xlsx,Processed_Entries_Combined,893,"Like God’s servants in the past, who were instructed to assemble three times a year, we look forward to meeting together in larger groups.","Mba ghafaʼ Nsi ngelañ mbwe ze Nsi naʼ mbètte yub bo nke mbumde yoñ tat ntùm nguʼ là, bag num mbébte tshag mbumde ndùb.",body,source_context_only,Religious/source-context term; do not import into child lessons by default.,24
eng-med_processing.xlsx,Processed_Entries_Combined,894,"Every year, we have three events: two one-day circuit assemblies and a three-day regional convention.","Njoñ nguʼ fa bag num mbumde yoñ tat: Bumde ndùb taʼ léʼ bʼa yoñ bàa, ze léʼ tat be yoñ ntshùʼ.",body,needs_review,Long/paragraph entry; keep as raw source or split manually.,15
eng-med_processing.xlsx,Processed_Entries_Combined,895,How do we benefit from these gatherings?,Tsit bin bag num njù bwe à?,actions,needs_review,Needs native speaker review.,7
eng-med_processing.xlsx,Processed_Entries_Combined,896,They strengthen our Christian brotherhood.,Tshen mbumde là num ngù yag ntamde boa fètfèt ta.,family_people,needs_review,Needs native speaker review.,5
eng-med_processing.xlsx,Processed_Entries_Combined,897,"Just as the Israelites rejoiced at praising Jehovah “in assemblies,” we too enjoy worshipping him together at special events.","Ndañndañ mba bon Israél naʼ nke ntsiañde neghamde Yaweh Nsi ntùm tshob mbumde ndùb là, mba bag num ntsiañde netamde ngamdʼé ntùm tshag mbumde.",descriptions_quantity,source_context_only,Religious/source-context term; do not import into child lessons by default.,19
eng-med_processing.xlsx,Processed_Entries_Combined,897,These gatherings create an opportunity to meet and associate with Witnesses from other congregations or even from other lands.,Tshen mbumde là num mfà manze bag neyen ba fètfèt tsemoʼ ndà ntseʼde ke tsemoʼ ntañlaʼ lo.,food_drink,needs_review,Long/paragraph entry; keep as raw source or split manually.,19
eng-med_processing.xlsx,Processed_Entries_Combined,898,"At midday, we enjoy a meal together at the assembly location, adding to the friendly atmosphere of these spiritual occasions.","A num mbe ngelañ bo fide là, bag à bo tamde njù jujù dùʼ bumde ndùb, mbèn njù bin shunshun num yen ngelañ nà.",animals,needs_review,Long/paragraph entry; keep as raw source or split manually.,20
eng-med_processing.xlsx,Processed_Entries_Combined,899,There we experience firsthand the love that unites our “whole association of brothers” in the world.,"Dùʼ yen bumde là, bag num njen nkôni zʼa num ntamde “njoñ fètfèt fa” ntùm njù là.",family_people,needs_review,Long/paragraph entry; keep as raw source or split manually.,16
eng-med_processing.xlsx,Processed_Entries_Combined,900,They help us to make spiritual progress.,A num njwimde yag nekuʼ num bag ywèle.,app_ui,needs_review,Needs native speaker review.,7
eng-med_processing.xlsx,Processed_Entries_Combined,901,The Israelites also benefited by having “understood the words” of the Scriptures that were expounded to them.,Mba ba Israél naʼ nke njù bin “nejuʼ ju ze bo siañ nà” bo ntode mi.,general,needs_review,Long/paragraph entry; keep as raw source or split manually.,17
eng-med_processing.xlsx,Processed_Entries_Combined,902,We too appreciate the Bible instruction that we receive at our assemblies.,Mba bag bin num nyàmde ntswide Ñwaʼni Nsi ze bo num mfà ben dùʼ mbumde ndùb là.,descriptions_quantity,source_context_only,Religious/source-context term; do not import into child lessons by default.,12
eng-med_processing.xlsx,Processed_Entries_Combined,903,Each program is based on a Scriptural theme.,Mba zit tu ntshob lo nke njéʼdʼà num Ñwaʼni Nsi.,general,needs_review,Needs native speaker review.,8
eng-med_processing.xlsx,Processed_Entries_Combined,904,"Through interesting talks, symposiums, and reenactments, we learn how to do God’s will in our life.","Ntshùade njam tu ntshob nzenze, ba tu ntshob bo bag tse, ba netshañ, bag num nziʼde neghù ze nekô Nsi ntùm yôg sage.",body,source_context_only,Religious/source-context term; do not import into child lessons by default.,16
eng-med_processing.xlsx,Processed_Entries_Combined,905,We are encouraged when we hear the experiences of those who are successfully meeting the challenge of living as Christians in these difficult times.,"Nejuʼ tshô fèt tshag bo maʼ ba ngùtni ntshùa ntùm sub yôg Benkristô là, num nso kù num bag.",body,needs_review,Long/paragraph entry; keep as raw source or split manually.,24
eng-med_processing.xlsx,Processed_Entries_Combined,906,"At regional conventions, costume dramas bring Bible accounts to life and teach us practical lessons.","Ngelañ bumde ndùb léʼ tat, netshañ netswide tshô Ñwaʼni Nsi num ngù be yen tshu tsʼa tôg ngelañ mbwe là, mbèn ntswide ben ba loʼ nzenu ndùb.",actions,source_context_only,Religious/source-context term; do not import into child lessons by default.,15
eng-med_processing.xlsx,Processed_Entries_Combined,907,"At every assembly, a baptism is held for those who want to symbolize their dedication to God.","Ngelañ mba zit bumde ndùb lo, benntùn bo fà wut yub Nsi là, kuʼni neghù nyuʼntse.",animals,source_context_only,Religious/source-context term; do not import into child lessons by default.,17
eng-med_processing.xlsx,Processed_Entries_Combined,908,Why are the assemblies happy occasions?,Numke ba mbumde ndùb bʼa ngelañ tsiañdʼà?,questions,needs_review,Needs native speaker review.,6
eng-med_processing.xlsx,Processed_Entries_Combined,909,How might you benefit from attending an assembly?,Be o jù bin à ndùke ngelañ o nèn mbumde ndùb à?,general,needs_review,Needs native speaker review.,8
eng-med_processing.xlsx,Processed_Entries_Combined,910,"If you would like to get to know our brotherhood better, please attend our next assembly.","O kô neyen mba bag num ndaʼde yag nkôni là, netshoʼ nèn yag bumde ndùb zʼa tshwèt nseʼ là.",family_people,needs_review,Long/paragraph entry; keep as raw source or split manually.,16
eng-med_processing.xlsx,Processed_Entries_Combined,911,Your Bible teacher can show you a printed program so that you can see the sort of subjects that are discussed.,"Ngatswidʼo Ñwaʼni Nsi aʼ fà nkazin wù, o tshùade bwe ndèn ba tu ntshob bo nsi fà là.",actions,source_context_only,Religious/source-context term; do not import into child lessons by default.,21
eng-med_processing.xlsx,Processed_Entries_Combined,912,"Mark on your calendar when and where the next assembly will be held, and attend it if you can.","Kide num yu ñwaʼni léʼnjù, ngelañ bo dùʼ ze moʼ bumde ndùb nsi be bwe là, mbèn nabte wul o nebe bwe a be zʼo kuʼni là.",questions,needs_review,Long/paragraph entry; keep as raw source or split manually.,19
eng-med_processing.xlsx,Processed_Entries_Combined,913,How Is Our Kingdom-Preaching Work Organized?,Sag faʼ nesoñ nkùn mebwô Nufen nke ntôg à ndùke?,actions,source_context_only,Religious/source-context term; do not import into child lessons by default.,6
eng-med_processing.xlsx,Processed_Entries_Combined,914,"Shortly before his death, Jesus announced: “This good news of the Kingdom will be preached in all the inhabited earth for a witness to all the nations, and then the end will come.”","Mba vù se nke ngebte là, Yésu tshob ndù: “Bo nsi tshob yen nkùn mebwô Nufen Nsi là ntùm njoñ njù fa, ndù a be ju nekwé nta njoñ ngô fa kà miagde nu seʼe.”",body,source_context_only,Religious/source-context term; do not import into child lessons by default.,33
eng-med_processing.xlsx,Processed_Entries_Combined,915,But how would this global preaching work be accomplished? By following the pattern Jesus set when he was on earth.,Ndaʼndù yen faʼ nesoñ nkùn mebwô ntùm njù sagkuà là nsi dundʼà ndùke? A nebét mfiʼ ze Yésu fañ ngelañ a be num nsitshaʼ là.,body,source_context_only,Religious/source-context term; do not import into child lessons by default.,20
eng-med_processing.xlsx,Processed_Entries_Combined,916,We try to contact people at their homes.,Bag be nkagtùn neyen benntùn ndà bo.,home_objects,needs_review,Needs native speaker review.,8
eng-med_processing.xlsx,Processed_Entries_Combined,917,Jesus trained his disciples to preach the good news from house to house.,Yésu tswide Ghaziʼde nu i nesoñ nkùn mebwô nshundà nshundà.,home_objects,source_context_only,Religious/source-context term; do not import into child lessons by default.,13
eng-med_processing.xlsx,Processed_Entries_Combined,918,Those first-century evangelizers were assigned specific territories in which to preach.,Ba mbwe Benkristô naʼ ghù ba ntañlaʼ dùʼ zʼa naʼ mbe boaʼ soñ ntshob Nsi bwe là.,questions,needs_review,Long/paragraph entry; keep as raw source or split manually.,11
eng-med_processing.xlsx,Processed_Entries_Combined,919,"Similarly today, our preaching work is well-organized, and each congregation is given an assigned area to cover.","Mba sènni, yag nesoñ ntshob Nsi ghù taʼ nkazin, mba zit ndà ntseʼde lo ghù taʼ dùʼ nezin soñ ntshob Nsi bwe.",time,source_context_only,Religious/source-context term; do not import into child lessons by default.,17
eng-med_processing.xlsx,Processed_Entries_Combined,920,This enables us to fulfill Jesus’ command to “preach to the people and to give a thorough witness.”,"Yennà fà manze bag nedunde ntshùʼ Yésu, mbe “bag tshob ntshob mi benntùn mbèn nkwé nta.”",actions,source_context_only,Religious/source-context term; do not import into child lessons by default.,18
eng-med_processing.xlsx,Processed_Entries_Combined,921,We endeavor to reach people wherever they can be found.,Bag num nkagtùn nediag benntùn njoñ dùʼ fa.,questions,needs_review,Long/paragraph entry; keep as raw source or split manually.,10
eng-med_processing.xlsx,Processed_Entries_Combined,922,"Jesus also set the example by preaching to people in public places, such as along the seashore or by a community well.","Mba Yésu naʼ mfà mfiʼ nediag benntùn tèt yàme, mbañ ntse, mbèn ngù mba yà lo zʼa naʼ nke njen benntùn nà.",descriptions_quantity,source_context_only,Religious/source-context term; do not import into child lessons by default.,22
eng-med_processing.xlsx,Processed_Entries_Combined,923,"We too engage people in conversations about the Bible wherever we can on the streets, in business places, in parks, or over the telephone.","Mba bag num nswade ntshob boa benntùn mba yà lo, num manze, dùʼ faʼ, tèt yàme, mba bo kap.",questions,source_context_only,Religious/source-context term; do not import into child lessons by default.,24
eng-med_processing.xlsx,Processed_Entries_Combined,924,"We also witness to our neighbors, workmates, classmates, and relatives when we have an appropriate opportunity.","Bag num mbèn nsoñ nkùn mebwô tshag ghambañ ndà, ghafaʼ, shun ñwaʼni, ngù fèt tshag ntùm tunndà ngelañ à fà bu là.",questions,source_context_only,Religious/source-context term; do not import into child lessons by default.,16
eng-med_processing.xlsx,Processed_Entries_Combined,925,All these combined efforts have made it possible for millions of people earth wide to hear ‘the good news of salvation.’,Njoñ tshen kagtùn nà fa tshoʼ manze ntshuʼ ntshuʼ benntùn num nsitshaʼ bo juʼ nkùn mebwô zʼa fà yôg là.,body,needs_review,Long/paragraph entry; keep as raw source or split manually.,21
eng-med_processing.xlsx,Processed_Entries_Combined,926,Can you think of someone with whom you would like to share the good news of God’s Kingdom and what that news means for their future?,O kwade taʼ mènntùn zʼo tshwèt nkô nesoñ i nkùn mebwô Nufen Nsi bo mbwô tshu tsʼa loʼ nseʼ i ndùmànyam ké?,questions,source_context_only,Religious/source-context term; do not import into child lessons by default.,26
eng-med_processing.xlsx,Processed_Entries_Combined,926,Do not keep this message of hope to yourself.,Kà léʼ yen mbwô nywinde là tùʼ o.,actions,needs_review,Long/paragraph entry; keep as raw source or split manually.,9
eng-med_processing.xlsx,Processed_Entries_Combined,927,Share it with them as soon as you can!,Ghabtʼé njoñ benntùn fa ngelañ a fà bu là.,general,needs_review,Long/paragraph entry; keep as raw source or split manually.,9
eng-med_processing.xlsx,Processed_Entries_Combined,928,What “good news” must be proclaimed?,Zit nkùn mebwô be ghù nesoñ à?,questions,needs_review,Needs native speaker review.,6
eng-med_processing.xlsx,Processed_Entries_Combined,929,How are Jehovah’s Witnesses imitating Jesus’ method of preaching?,Ghakwénta Yaweh Nsi nke mfiʼde mat Yésu nesoñ Ntshob Nsi à ndùke?,general,source_context_only,Religious/source-context term; do not import into child lessons by default.,9
eng-med_processing.xlsx,Processed_Entries_Combined,930,Ask your Bible teacher to demonstrate how you might tactfully share with one of your acquaintances something that you have learned from the Bible.,"Bètte yu ngatswide a laʼdʼo mba bʼo loʼ nebotte ntswide taʼ mènntùn zʼo lèn nà, neziʼde Ñwaʼni Nsi.",body,source_context_only,Religious/source-context term; do not import into child lessons by default.,24
eng-med_processing.xlsx,Processed_Entries_Combined,931,What Is a Pioneer?,Nebe ngaʼnze bʼa ke?,questions,needs_review,Needs native speaker review.,4
eng-med_processing.xlsx,Processed_Entries_Combined,932,The term “pioneer” often refers to those who explore new territories and open up a way for others to follow.,"“Ngaʼnze,” nke mbéʼdʼà benntùn tse bo num ntshaʼ ba ntañlaʼ nswe mbèn ngaʼ manze ze tsemoʼ nsi bét là.",learning,needs_review,Long/paragraph entry; keep as raw source or split manually.,20
eng-med_processing.xlsx,Processed_Entries_Combined,933,"Jesus was a pioneer of sorts, having been sent to the earth to perform a life-giving ministry and to open the way to salvation.",Yésu naʼ mbʼa taʼ ngaʼnze nummbe bo naʼ tum mi num nsitshaʼ a soñ nkùn mebwô mbèn ngaʼ manze benntùn nyiañtu ndù bo yôge.,body,source_context_only,Religious/source-context term; do not import into child lessons by default.,24
eng-med_processing.xlsx,Processed_Entries_Combined,934,"Today, his followers are imitating him by spending as much time as possible ‘making disciples.’","Sènni, ghaziʼde nu i tshwèt mfiʼdʼé à mba bo tshwèt njab njoñ ngelañ bo kuʼni neyab là, num netswide tsemoʼ benntùn bo tùʼ ghaziʼde nu i.",learning,needs_review,Long/paragraph entry; keep as raw source or split manually.,15
eng-med_processing.xlsx,Processed_Entries_Combined,935,Some have been able to take up what we call the pioneer service.,"Tsemoʼ be nèn mbwe, ndoʼ faʼ ngaʼnze.",questions,needs_review,Long/paragraph entry; keep as raw source or split manually.,13
eng-med_processing.xlsx,Processed_Entries_Combined,936,A pioneer is a full-time evangelizer.,Ngaʼnze bʼa taʼ mèn a tshwèt nsoñ nkùn mebwô njoñ ngelañ fa là.,general,needs_review,Needs native speaker review.,6
eng-med_processing.xlsx,Processed_Entries_Combined,937,All of Jehovah’s Witnesses are publishers of the good news.,Njoñ Ghakwénta Yaweh Nsi fa num nsoñ nkùn mebwô.,values_communication,source_context_only,Religious/source-context term; do not import into child lessons by default.,10
eng-med_processing.xlsx,Processed_Entries_Combined,938,"However, some have organized their life to serve as regular pioneers, spending 70 hours each month in the preaching work.","Ndaʼndù, tsemoʼ nabte yôg sube nebe ngaʼnze njoñ ngelañ fa, nke ndaʼde mbe boaʼ nke ntôg ngelañ 70 ntùm nàfaʼ num taʼ ñwù.",learning,needs_review,Long/paragraph entry; keep as raw source or split manually.,20
eng-med_processing.xlsx,Processed_Entries_Combined,939,"To do this, many limit their secular work to part-time.","Neghù yennà, bwoñ tshob num nséb ngelañ bo tôg ntùm sub faʼ mbab wut là. Bo num ntshoʼ tsemoʼ ndù bo faʼ mba ngaʼnze tumlam nà ntùm ba ntañlaʼ ze ghasoñ nkùn mebwô bwoñ nà.",pronouns_possession,needs_review,Long/paragraph entry; keep as raw source or split manually.,10
eng-med_processing.xlsx,Processed_Entries_Combined,940,"Others are selected to serve as special pioneers in areas where the need for Kingdom proclaimers is greater, devoting 130 hours or more to the ministry each month.",Bo be ntôg ngelañ 130 nèn mbwe ntùm nàfaʼ njoñ ñwù fa.,food_drink,source_context_only,Religious/source-context term; do not import into child lessons by default.,28
