concept_key,display_name,category,difficulty,recommended_for_mvp,status,source_files,notes
water_is_finish,Water is finish,food_drink,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
what_do_we_breathe_with,What do we breathe with?,food_drink,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
everyone,Everyone,general,review,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
good_morning,Good morning,greetings_politeness,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
good_night,Good night,greetings_politeness,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
hello,Hello,greetings_politeness,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
how_are_you,How are you?,greetings_politeness,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
please,Please,greetings_politeness,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
sleep_tight,sleep tight,greetings_politeness,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
thank_you,Thank you,greetings_politeness,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
welcome,Welcome,greetings_politeness,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
well_done,Well done,greetings_politeness,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
you_are_welcome,You are welcome,greetings_politeness,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
being_sick,Being sick,health_hygiene,beginner_plus,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
brushing_your_teeth,Brushing your teeth,health_hygiene,beginner_plus,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
go_brush_your_teeth,Go brush your teeth,health_hygiene,beginner_plus,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
go_wash_yourself,Go wash yourself,health_hygiene,beginner_plus,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
have_a_rest,Have a rest,health_hygiene,beginner_plus,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
i_am_healed,I am healed,health_hygiene,beginner_plus,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
i_am_sick,I am sick,health_hygiene,beginner_plus,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
i_am_tired,I am tired,health_hygiene,beginner_plus,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
it_hurts,It hurts,health_hygiene,beginner_plus,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
she_is_sick,She is sick,health_hygiene,beginner_plus,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
wash_yourself,Wash yourself,health_hygiene,beginner_plus,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
you_washed_yourself,you washed yourself,health_hygiene,beginner_plus,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
a_cup,A cup,home_objects,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
a_glass,A glass,home_objects,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
close_the_door,Close the door,home_objects,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
i_am_in_the_kitchen,I am in the kitchen,home_objects,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
i_am_in_the_room,I am in the room,home_objects,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
kitchen,Kitchen,home_objects,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
let_s_go_and_show_the_house,Let's go and show the house,home_objects,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
let_s_go_home_it_s_getting_late,Let's go home it's getting late,home_objects,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
my_house_is_far,My house is far,home_objects,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
open_the_door,Open the door,home_objects,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
the_door,The door,home_objects,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
the_kitchen,The kitchen,home_objects,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
the_living_room,The living room,home_objects,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
the_plate,The plate,home_objects,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
the_spoon,The spoon,home_objects,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
don_t_tread_on,Don't tread on,learning,beginner_plus,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
grammar,Grammar,learning,beginner_plus,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
it_is_already_daylight,It is already daylight,learning,beginner_plus,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
open,Open,learning,beginner_plus,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
read,Read,learning,beginner_plus,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
school_story,school,learning,beginner_plus,True,draft_needs_review,Anta et Mamadou (1).docx,Context may also mean book/writing; review
the_book,The book,learning,beginner_plus,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
the_booklet,The booklet,learning,beginner_plus,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
the_pen,The pen,learning,beginner_plus,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
the_sun_has_already_set,The sun has already set,learning,beginner_plus,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
to_write,To write,learning,beginner_plus,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
treading_on,Treading on,learning,beginner_plus,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
what_s_happening,What's happening?,learning,beginner_plus,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
write,Write,learning,beginner_plus,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
be_upset,Be upset,location_direction,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
behind,Behind,location_direction,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
come_and_sit_down,Come and sit down,location_direction,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
come_here,Come here,location_direction,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
don_t_get_up,Don't get up,location_direction,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
down,Down,location_direction,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
get_down,Get down,location_direction,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
get_up,Get up,location_direction,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
get_upset,Get upset,location_direction,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
go_there,Go there,location_direction,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
go_up,Go up,location_direction,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
here,Here,location_direction,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
here_he_is,Here he is,location_direction,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
here_i_am,Here I am,location_direction,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
here_it_is,Here it is,location_direction,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
here_it_is_away_from_you,Here it is away from you,location_direction,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
here_it_is_beside_you,Here it is beside you,location_direction,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
leave_from_there,Leave from there,location_direction,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
lie_down,Lie down,location_direction,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
next_to,Next to,location_direction,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
pick_it_up,Pick it up,location_direction,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
pull_that_rope_from_there,Pull that rope from there,location_direction,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
return,return,location_direction,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
she_is_not_there,She is not there,location_direction,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
shut_up,Shut up,location_direction,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
shut_up_don_t_say_that,Shut up don’t say that,location_direction,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
there_away_from_you_and_me,There away from you and me,location_direction,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
up,Up,location_direction,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
wake_up,Wake up,location_direction,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
will_wake_up,Will wake up,location_direction,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
you_are_not_here,You are not here,location_direction,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
five,Five,numbers,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
four,Four,numbers,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
nine,Nine,numbers,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
one,One,numbers,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
seven,Seven,numbers,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
six,Six,numbers,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
ten,Ten,numbers,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
three,Three,numbers,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
two,Two,numbers,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
zero,Zero,numbers,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
city,city,places,beginner_plus,True,draft_needs_review,frabcaise_3.xlsx,Story vocabulary
forest,forest,places,beginner_plus,True,draft_needs_review,frabcaise_3.xlsx,Variant seen in story context
village,village,places,beginner_plus,True,draft_needs_review,frabcaise_3.xlsx,Story vocabulary
he,He,pronouns_possession,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
i,I,pronouns_possession,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
it_s_his,It's his,pronouns_possession,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
it_s_mine,It's mine,pronouns_possession,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
it_s_ours,It's ours,pronouns_possession,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
it_s_theirs,It's theirs,pronouns_possession,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
it_s_yours,It's yours,pronouns_possession,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
she,She,pronouns_possession,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
they,They,pronouns_possession,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
to_buy,To buy,pronouns_possession,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
to_do,To do,pronouns_possession,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
to_him,To him,pronouns_possession,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
to_hurt,To hurt,pronouns_possession,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
to_love,To love,pronouns_possession,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
to_me,To me,pronouns_possession,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
to_sell,To sell,pronouns_possession,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
to_sing,To sing,pronouns_possession,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
to_smell,To smell,pronouns_possession,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
to_them,To them,pronouns_possession,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
to_tie,To tie,pronouns_possession,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
to_us,To us,pronouns_possession,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
to_you,To you,pronouns_possession,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
we,We,pronouns_possession,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
you,You,pronouns_possession,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
are_you_angry,Are you angry?,questions,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
are_you_full,Are you full?,questions,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
are_you_going_to_run,Are you going to run?,questions,beginner_plus,True,draft_needs_review,frabcaise_3.xlsx,Dialogue phrase from story
because,Because,questions,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
because_i_am_happy,Because I am happy,questions,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
do_what_is_good,Do what is good.,questions,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
everywhere,Everywhere,questions,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
for_whom,For whom,questions,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
have_you_urinated,Have you urinated?,questions,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
help_request_title,Who can help me?,questions,beginner_plus,True,draft_needs_review,Francais_2 traduit (1).docx,Story title phrase; review
is_this_a_lion,Is this a lion?,questions,beginner_plus,True,draft_needs_review,frabcaise_3.xlsx,Dialogue phrase from story
it_is_not_a_lion,It is not a lion,questions,beginner_plus,True,draft_needs_review,frabcaise_3.xlsx,Dialogue phrase from story
no_where,No where,questions,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
that_what,That what?,questions,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
the_whole,The whole,questions,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
what,What?,questions,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
what_are_you_doing,What are you doing?,questions,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
what_are_you_saying,What are you saying?,questions,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
what_do_we_talk_with,What do we talk with?,questions,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
what_do_you_say,What do you say?,questions,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
what_is_going_on,What is going on?,questions,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
what_is_it,What is it?,questions,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
what_is_it_story,What is it?,questions,beginner_plus,True,draft_needs_review,frabcaise_3.xlsx,Dialogue phrase from story
when,When?,questions,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
where,Where?,questions,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
where_are_you,Where are you?,questions,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
which,Which?,questions,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
who,Who,questions,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
who_is_it,Who is it?,questions,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
who_is_it_for,Who is it for?,questions,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
who_is_this,Who is this?,questions,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
why,Why,questions,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
why_are_you_laughing,Why are you laughing?,questions,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
with_what,With what?,questions,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
with_who,With who?,questions,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
current_time,Current time,time,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
evening,Evening,time,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
friday,Friday,time,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
i_don_t_know,I don't know,time,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
i_know,I know,time,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
it_is_daylight,It is daylight,time,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
midday,Midday,time,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
morning,Morning,time,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
next_time,Next time,time,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
now,Now,time,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
one_day,One day,time,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
right_now,Right now,time,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
the_day,The day,time,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
the_night,The night,time,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
today,Today,time,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
tomorrow,Tomorrow,time,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
yesterday,Yesterday,time,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
be_honest,Be honest.,values_communication,beginner_plus,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
don_t_forget,Don't forget,values_communication,beginner_plus,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
don_t_listen,Don't listen,values_communication,beginner_plus,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
don_t_say,Don't say,values_communication,beginner_plus,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
don_t_tell_him,Don't tell him,values_communication,beginner_plus,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
help_me_please,Help me please,values_communication,beginner_plus,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
it_s_not_good,It's not good,values_communication,beginner_plus,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
lie,lie,values_communication,beginner_plus,True,draft_needs_review,Anta et Mamadou (1).docx,Extracted from Anta/Mamadou story; review
listen,Listen,values_communication,beginner_plus,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
listen_to_me,Listen to me,values_communication,beginner_plus,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
not_good,Not good,values_communication,beginner_plus,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
promise,promise,values_communication,beginner_plus,True,draft_needs_review,Anta et Mamadou (1).docx,Extracted from Anta/Mamadou story; review
secret,secret,values_communication,beginner_plus,True,draft_needs_review,Anta et Mamadou (1).docx,Extracted from Anta/Mamadou story; review
talk,Talk,values_communication,beginner_plus,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
tell_him,Tell him,values_communication,beginner_plus,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
tell_me,Tell me,values_communication,beginner_plus,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
that_s_good,That's good,values_communication,beginner_plus,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
those_people_talk_very_fast,Those people talk very fast,values_communication,beginner_plus,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
truth,truth,values_communication,beginner_plus,True,draft_needs_review,Anta et Mamadou (1).docx,Extracted from Anta/Mamadou story; review
it_is_cold,It is cold,weather_nature,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
it_is_hot,It is hot,weather_nature,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
it_s_raining,It's raining,weather_nature,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
it_s_sunny,It's sunny,weather_nature,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
the_rain,The rain,weather_nature,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
the_sun,The sun,weather_nature,beginner,True,draft_needs_review,simple-eng-med.xlsx,Auto-extracted from short English-Médumba pair. Needs native speaker review.
