concept_key,English,Medumba,category,difficulty,recommended_for_mvp,source_file,source_sheet,source_row,status,word_count,notes
have_a_rest,Have a rest,Fite,health_hygiene,beginner_plus,True,simple-eng-med.xlsx,Sheet1,642,needs_review,3,
i_am_healed,I am healed,Me yate,health_hygiene,beginner_plus,True,simple-eng-med.xlsx,Sheet1,704,needs_review,3,
i_am_sick,I am sick,Me tshwèt ngokèt,health_hygiene,beginner_plus,True,simple-eng-med.xlsx,Sheet1,698,needs_review,3,
i_am_tired,I am tired,Me bod,health_hygiene,beginner_plus,True,simple-eng-med.xlsx,Sheet1,424,needs_review,3,
it_hurts,It hurts,A tshwèt nja,health_hygiene,beginner_plus,True,simple-eng-med.xlsx,Sheet1,388,needs_review,2,
she_is_sick,She is sick,A tshwèt ngokèt,health_hygiene,beginner_plus,True,simple-eng-med.xlsx,Sheet1,703,needs_review,3,
wash_yourself,Wash yourself,Sôg wu,health_hygiene,beginner_plus,True,simple-eng-med.xlsx,Sheet1,470,needs_review,2,
you_washed_yourself,you washed yourself,O sôg wûl u,health_hygiene,beginner_plus,True,simple-eng-med.xlsx,Sheet1,472,needs_review,3,
a_cup,A cup,cup,home_objects,beginner,True,simple-eng-med.xlsx,Sheet1,315,needs_review,2,
a_cup,A cup,cup,home_objects,beginner,True,simple-eng-med.xlsx,Sheet1,316,needs_review,2,
a_glass,A glass,cup,home_objects,beginner,True,simple-eng-med.xlsx,Sheet1,317,needs_review,2,
a_glass,A glass,cup,home_objects,beginner,True,simple-eng-med.xlsx,Sheet1,318,needs_review,2,
close_the_door,Close the door,Fu' nzè nda,home_objects,beginner,True,simple-eng-med.xlsx,Sheet1,341,needs_review,3,
i_am_in_the_kitchen,I am in the kitchen,Me bʼa fe 'mbwoge,home_objects,beginner,True,simple-eng-med.xlsx,Sheet1,428,needs_review,5,
i_am_in_the_room,I am in the room,Me bʼa to' nda,home_objects,beginner,True,simple-eng-med.xlsx,Sheet1,427,needs_review,5,
kitchen,Kitchen,Kisim,home_objects,beginner,True,simple-eng-med.xlsx,Sheet1,234,needs_review,1,
let_s_go_and_show_the_house,Let's go and show the house,Bag bin nèn la'de ba',home_objects,beginner,True,simple-eng-med.xlsx,Sheet1,257,needs_review,6,
let_s_go_home_it_s_getting_late,Let's go home it's getting late,"Bag bin bène, njù yà sèn.",home_objects,beginner,True,simple-eng-med.xlsx,Sheet1,256,needs_review,6,
my_house_is_far,My house is far,Yàm ba' be ngùanesa,home_objects,beginner,True,simple-eng-med.xlsx,Sheet1,239,needs_review,4,
my_house_is_far,My house is far,Yàm ba' sage,home_objects,beginner,True,simple-eng-med.xlsx,Sheet1,240,needs_review,4,
open_the_door,Open the door,Co' nzè nda,home_objects,beginner,True,simple-eng-med.xlsx,Sheet1,342,needs_review,3,
the_door,The door,nda,home_objects,beginner,True,simple-eng-med.xlsx,Sheet1,340,needs_review,2,
the_door,The door,Nzè nda,home_objects,beginner,True,simple-eng-med.xlsx,Sheet1,568,needs_review,2,
the_kitchen,The kitchen,Fe ' mbwoge,home_objects,beginner,True,simple-eng-med.xlsx,Sheet1,570,needs_review,2,
the_living_room,The living room,Tô' mo,home_objects,beginner,True,simple-eng-med.xlsx,Sheet1,569,needs_review,3,
the_plate,The plate,Ka,home_objects,beginner,True,simple-eng-med.xlsx,Sheet1,567,needs_review,2,
the_spoon,The spoon,Du',home_objects,beginner,True,simple-eng-med.xlsx,Sheet1,566,needs_review,2,
don_t_tread_on,Don't tread on,Kâ nyà n,learning,beginner_plus,True,simple-eng-med.xlsx,Sheet1,532,needs_review,3,
grammar,Grammar,Ka ncobe,learning,beginner_plus,True,simple-eng-med.xlsx,Sheet1,762,needs_review,1,
it_is_already_daylight,It is already daylight,Njù yà làn,learning,beginner_plus,True,simple-eng-med.xlsx,Sheet1,737,needs_review,4,
open,Open,Co'o,learning,beginner_plus,True,simple-eng-med.xlsx,Sheet1,339,needs_review,1,
read,Read,Sianje,learning,beginner_plus,True,simple-eng-med.xlsx,Sheet1,518,needs_review,1,
the_book,The book,Bu' ñwaʼni,learning,beginner_plus,True,simple-eng-med.xlsx,Sheet1,586,needs_review,2,
the_booklet,The booklet,Buʼ ñwaʼni,learning,beginner_plus,True,simple-eng-med.xlsx,Sheet1,585,needs_review,2,
the_pen,The pen,Kud,learning,beginner_plus,True,simple-eng-med.xlsx,Sheet1,587,needs_review,2,
the_sun_has_already_set,The sun has already set,Nyàm yà bi,learning,beginner_plus,True,simple-eng-med.xlsx,Sheet1,250,needs_review,5,
to_write,To write,Ne ki,learning,beginner_plus,True,simple-eng-med.xlsx,Sheet1,516,needs_review,2,
treading_on,Treading on,Nè nyà ne,learning,beginner_plus,True,simple-eng-med.xlsx,Sheet1,531,needs_review,2,
what_s_happening,What's happening?,A côb mbè ke?,learning,beginner_plus,True,simple-eng-med.xlsx,Sheet1,3,needs_review,2,
write,Write,Ki,learning,beginner_plus,True,simple-eng-med.xlsx,Sheet1,517,needs_review,1,
be_upset,Be upset,Yantu,location_direction,beginner,True,simple-eng-med.xlsx,Sheet1,405,needs_review,2,
behind,Behind,Njam,location_direction,beginner,True,simple-eng-med.xlsx,Sheet1,626,needs_review,1,
come_and_sit_down,Come and sit down,Sè' ntswe nsi,location_direction,beginner,True,simple-eng-med.xlsx,Sheet1,690,needs_review,4,
come_here,Come here,Se' nzi,location_direction,beginner,True,simple-eng-med.xlsx,Sheet1,485,needs_review,2,
come_here,Come here,Se' zenni,location_direction,beginner,True,simple-eng-med.xlsx,Sheet1,486,needs_review,2,
don_t_get_up,Don't get up,Ka lo si,location_direction,beginner,True,simple-eng-med.xlsx,Sheet1,467,needs_review,3,
down,Down,Matùn,location_direction,beginner,True,simple-eng-med.xlsx,Sheet1,628,needs_review,1,
get_down,Get down,Swe'e,location_direction,beginner,True,simple-eng-med.xlsx,Sheet1,344,needs_review,2,
get_up,Get up,Lo si,location_direction,beginner,True,simple-eng-med.xlsx,Sheet1,442,needs_review,2,
get_upset,Get upset,Yantu,location_direction,beginner,True,simple-eng-med.xlsx,Sheet1,407,needs_review,2,
go_there,Go there,Nèn madin,location_direction,beginner,True,simple-eng-med.xlsx,Sheet1,488,needs_review,2,
go_up,Go up,ko'o,location_direction,beginner,True,simple-eng-med.xlsx,Sheet1,345,needs_review,2,
go_up,Go up,Ko'o,location_direction,beginner,True,simple-eng-med.xlsx,Sheet1,565,needs_review,2,
here,Here,Zenni,location_direction,beginner,True,simple-eng-med.xlsx,Sheet1,480,needs_review,1,
here,Here,Nzi,location_direction,beginner,True,simple-eng-med.xlsx,Sheet1,481,needs_review,1,
here_he_is,Here he is,A be nsi la,location_direction,beginner,True,simple-eng-med.xlsx,Sheet1,429,needs_review,3,
here_he_is,Here he is,A la nsi,location_direction,beginner,True,simple-eng-med.xlsx,Sheet1,430,needs_review,3,
here_he_is,Here he is,A li,location_direction,beginner,True,simple-eng-med.xlsx,Sheet1,542,needs_review,3,
here_i_am,Here I am,Mè be nsi la,location_direction,beginner,True,simple-eng-med.xlsx,Sheet1,431,needs_review,3,
here_i_am,Here I am,Me li,location_direction,beginner,True,simple-eng-med.xlsx,Sheet1,539,needs_review,3,
here_it_is,Here it is,A li,location_direction,beginner,True,simple-eng-med.xlsx,Sheet1,421,needs_review,3,
here_it_is_away_from_you,Here it is away from you,A din,location_direction,beginner,True,simple-eng-med.xlsx,Sheet1,423,needs_review,6,
here_it_is_beside_you,Here it is beside you,A la,location_direction,beginner,True,simple-eng-med.xlsx,Sheet1,422,needs_review,5,
leave_from_there,Leave from there,Lo nza,location_direction,beginner,True,simple-eng-med.xlsx,Sheet1,293,needs_review,3,
leave_from_there,Leave from there,Lo zenna,location_direction,beginner,True,simple-eng-med.xlsx,Sheet1,487,needs_review,3,
lie_down,Lie down,Nô nsi,location_direction,beginner,True,simple-eng-med.xlsx,Sheet1,490,needs_review,2,
next_to,Next to,Mban,location_direction,beginner,True,simple-eng-med.xlsx,Sheet1,627,needs_review,2,
pick_it_up,Pick it up,Ju ag yila,location_direction,beginner,True,simple-eng-med.xlsx,Sheet1,754,needs_review,3,
pull_that_rope_from_there,Pull that rope from there,To'de nesoñ nku là à mà bwe.,location_direction,beginner,True,simple-eng-med.xlsx,Sheet1,222,needs_review,5,
return,return,Bèn njam,location_direction,beginner,True,simple-eng-med.xlsx,Sheet1,631,needs_review,1,
she_is_not_there,She is not there,A kê' be nsi,location_direction,beginner,True,simple-eng-med.xlsx,Sheet1,433,needs_review,4,
shut_up,Shut up,Mùm ntshu o,location_direction,beginner,True,simple-eng-med.xlsx,Sheet1,297,needs_review,2,
shut_up_don_t_say_that,Shut up don’t say that,"Mùm ntshu o, kà tshob ndùlà",location_direction,beginner,True,simple-eng-med.xlsx,Sheet1,221,needs_review,5,
there_away_from_you_and_me,There away from you and me,Zendin,location_direction,beginner,True,simple-eng-med.xlsx,Sheet1,484,needs_review,6,
up,Up,mf et u,location_direction,beginner,True,simple-eng-med.xlsx,Sheet1,629,needs_review,1,
wake_up,Wake up,Bà me,location_direction,beginner,True,simple-eng-med.xlsx,Sheet1,447,needs_review,2,
will_wake_up,Will wake up,Nù mi,location_direction,beginner,True,simple-eng-med.xlsx,Sheet1,448,needs_review,3,
you_are_not_here,You are not here,O kê' be nsi,location_direction,beginner,True,simple-eng-med.xlsx,Sheet1,432,needs_review,4,
five,Five,Tàn,numbers,beginner,True,simple-eng-med.xlsx,Sheet1,334,needs_review,1,
four,Four,Kuà,numbers,beginner,True,simple-eng-med.xlsx,Sheet1,333,needs_review,1,
nine,Nine,Bwè'e,numbers,beginner,True,simple-eng-med.xlsx,Sheet1,553,needs_review,1,
one,One,Taʼ,numbers,beginner,True,simple-eng-med.xlsx,Sheet1,330,needs_review,1,
seven,Seven,Sammbaha,numbers,beginner,True,simple-eng-med.xlsx,Sheet1,552,needs_review,1,
six,Six,Ntoge,numbers,beginner,True,simple-eng-med.xlsx,Sheet1,551,needs_review,1,
ten,Ten,Gham,numbers,beginner,True,simple-eng-med.xlsx,Sheet1,554,needs_review,1,
three,Three,Tàt,numbers,beginner,True,simple-eng-med.xlsx,Sheet1,332,needs_review,1,
two,Two,Boho,numbers,beginner,True,simple-eng-med.xlsx,Sheet1,331,needs_review,1,
zero,Zero,Ba nban,numbers,beginner,True,simple-eng-med.xlsx,Sheet1,329,needs_review,1,
he,He,A,pronouns_possession,beginner,True,simple-eng-med.xlsx,Sheet1,350,needs_review,1,
i,I,Mé,pronouns_possession,beginner,True,simple-eng-med.xlsx,Sheet1,347,needs_review,1,
i,I,Me,pronouns_possession,beginner,True,simple-eng-med.xlsx,Sheet1,348,needs_review,1,
it_s_his,It's his,A ze,pronouns_possession,beginner,True,simple-eng-med.xlsx,Sheet1,363,needs_review,2,
it_s_his,It's his,A bʼa ze,pronouns_possession,beginner,True,simple-eng-med.xlsx,Sheet1,364,needs_review,2,
it_s_mine,It's mine,A yam,pronouns_possession,beginner,True,simple-eng-med.xlsx,Sheet1,359,needs_review,2,
it_s_mine,It's mine,A bʼa yam,pronouns_possession,beginner,True,simple-eng-med.xlsx,Sheet1,360,needs_review,2,
it_s_ours,It's ours,A yag,pronouns_possession,beginner,True,simple-eng-med.xlsx,Sheet1,365,needs_review,2,
it_s_ours,It's ours,A bʼa yag,pronouns_possession,beginner,True,simple-eng-med.xlsx,Sheet1,366,needs_review,2,
it_s_theirs,It's theirs,A yub,pronouns_possession,beginner,True,simple-eng-med.xlsx,Sheet1,369,needs_review,2,
it_s_theirs,It's theirs,A bʼa yub,pronouns_possession,beginner,True,simple-eng-med.xlsx,Sheet1,370,needs_review,2,
it_s_yours,It's yours,A yu,pronouns_possession,beginner,True,simple-eng-med.xlsx,Sheet1,361,needs_review,2,
it_s_yours,It's yours,A bʼa yu,pronouns_possession,beginner,True,simple-eng-med.xlsx,Sheet1,362,needs_review,2,
it_s_yours,It's yours,A zin,pronouns_possession,beginner,True,simple-eng-med.xlsx,Sheet1,367,needs_review,2,
it_s_yours,It's yours,A bʼa zin,pronouns_possession,beginner,True,simple-eng-med.xlsx,Sheet1,368,needs_review,2,
she,She,A,pronouns_possession,beginner,True,simple-eng-med.xlsx,Sheet1,351,needs_review,1,
they,They,Bo,pronouns_possession,beginner,True,simple-eng-med.xlsx,Sheet1,354,needs_review,1,
to_buy,To buy,Nè jun,pronouns_possession,beginner,True,simple-eng-med.xlsx,Sheet1,656,needs_review,2,
to_do,To do,Ghu,pronouns_possession,beginner,True,simple-eng-med.xlsx,Sheet1,412,needs_review,2,
to_him,To him,Yi,pronouns_possession,beginner,True,simple-eng-med.xlsx,Sheet1,511,needs_review,2,
to_hurt,To hurt,Ya,pronouns_possession,beginner,True,simple-eng-med.xlsx,Sheet1,387,needs_review,2,
to_love,To love,Nè kô,pronouns_possession,beginner,True,simple-eng-med.xlsx,Sheet1,495,needs_review,2,
to_me,To me,Mè,pronouns_possession,beginner,True,simple-eng-med.xlsx,Sheet1,509,needs_review,2,
to_sell,To sell,Nè swène,pronouns_possession,beginner,True,simple-eng-med.xlsx,Sheet1,655,needs_review,2,
to_sing,To sing,Nè yob,pronouns_possession,beginner,True,simple-eng-med.xlsx,Sheet1,519,needs_review,2,
to_smell,To smell,Nè là me,pronouns_possession,beginner,True,simple-eng-med.xlsx,Sheet1,393,needs_review,2,
to_them,To them,Bo,pronouns_possession,beginner,True,simple-eng-med.xlsx,Sheet1,514,needs_review,2,
to_tie,To tie,Nè tàne,pronouns_possession,beginner,True,simple-eng-med.xlsx,Sheet1,730,needs_review,2,
to_us,To us,Bag,pronouns_possession,beginner,True,simple-eng-med.xlsx,Sheet1,512,needs_review,2,
to_you,To you,Wù,pronouns_possession,beginner,True,simple-eng-med.xlsx,Sheet1,510,needs_review,2,
to_you,To you,Bin,pronouns_possession,beginner,True,simple-eng-med.xlsx,Sheet1,513,needs_review,2,
we,We,Bag,pronouns_possession,beginner,True,simple-eng-med.xlsx,Sheet1,352,needs_review,1,
you,You,O,pronouns_possession,beginner,True,simple-eng-med.xlsx,Sheet1,349,needs_review,1,
you,You,Bin,pronouns_possession,beginner,True,simple-eng-med.xlsx,Sheet1,353,needs_review,1,
are_you_angry,Are you angry?,Oyantu ke?,questions,beginner,True,simple-eng-med.xlsx,Sheet1,700,needs_review,3,
are_you_full,Are you full?,Oywed ke?,questions,beginner,True,simple-eng-med.xlsx,Sheet1,701,needs_review,3,
because,Because,Nummbe,questions,beginner,True,simple-eng-med.xlsx,Sheet1,265,needs_review,1,
because_i_am_happy,Because I am happy,Nummbe nu bwo am Tsiañde,questions,beginner,True,simple-eng-med.xlsx,Sheet1,437,needs_review,4,
because_i_am_happy,Because I am happy,Nummbe me Tsiañde,questions,beginner,True,simple-eng-med.xlsx,Sheet1,438,needs_review,4,
do_what_is_good,Do what is good.,Ghù numebwô.,questions,beginner,True,simple-eng-med.xlsx,Sheet1,169,needs_review,4,
everywhere,Everywhere,Njoñ dùʼ fa,questions,beginner,True,simple-eng-med.xlsx,Sheet1,667,needs_review,1,
for_whom,For whom,Ze we?,questions,beginner,True,simple-eng-med.xlsx,Sheet1,356,needs_review,2,
have_you_urinated,Have you urinated?,O tsi ntè ke?,questions,beginner,True,simple-eng-med.xlsx,Sheet1,726,needs_review,3,
no_where,No where,Sa mdu',questions,beginner,True,simple-eng-med.xlsx,Sheet1,668,needs_review,2,
that_what,That what?,ke di?,questions,beginner,True,simple-eng-med.xlsx,Sheet1,749,needs_review,2,
the_whole,The whole,Ntô,questions,beginner,True,simple-eng-med.xlsx,Sheet1,653,needs_review,2,
what,What?,Ke?,questions,beginner,True,simple-eng-med.xlsx,Sheet1,614,needs_review,1,
what_are_you_doing,What are you doing?,O ghù a ke?,questions,beginner,True,simple-eng-med.xlsx,Sheet1,413,needs_review,4,
what_are_you_saying,What are you saying?,O mbè ke di?,questions,beginner,True,simple-eng-med.xlsx,Sheet1,750,needs_review,4,
what_do_we_talk_with,What do we talk with?,Bo ke ntshobe a bo ke?,questions,beginner,True,simple-eng-med.xlsx,Sheet1,622,needs_review,5,
what_do_you_say,What do you say?,O mbè ke di?,questions,beginner,True,simple-eng-med.xlsx,Sheet1,751,needs_review,4,
what_is_going_on,What is going on?,A côb mbè ke?,questions,beginner,True,simple-eng-med.xlsx,Sheet1,601,needs_review,4,
what_is_it,What is it?,A bʼa ke?,questions,beginner,True,simple-eng-med.xlsx,Sheet1,283,needs_review,3,
what_is_it,What is it?,A ke?,questions,beginner,True,simple-eng-med.xlsx,Sheet1,284,needs_review,3,
when,When?,Se?,questions,beginner,True,simple-eng-med.xlsx,Sheet1,612,needs_review,1,
where,Where?,Ya?,questions,beginner,True,simple-eng-med.xlsx,Sheet1,616,needs_review,1,
where_are_you,Where are you?,O bʼa ya?,questions,beginner,True,simple-eng-med.xlsx,Sheet1,426,needs_review,3,
which,Which?,Zile?,questions,beginner,True,simple-eng-med.xlsx,Sheet1,615,needs_review,1,
who,Who,We,questions,beginner,True,simple-eng-med.xlsx,Sheet1,278,needs_review,1,
who,Who?,We?,questions,beginner,True,simple-eng-med.xlsx,Sheet1,613,needs_review,1,
who_is_it,Who is it?,A we?,questions,beginner,True,simple-eng-med.xlsx,Sheet1,279,needs_review,3,
who_is_it,Who is it?,A bʼa we?,questions,beginner,True,simple-eng-med.xlsx,Sheet1,280,needs_review,3,
who_is_it_for,Who is it for?,A ze we?,questions,beginner,True,simple-eng-med.xlsx,Sheet1,357,needs_review,4,
who_is_it_for,Who is it for?,A bʼa ze we?,questions,beginner,True,simple-eng-med.xlsx,Sheet1,358,needs_review,4,
who_is_this,Who is this?,A we li,questions,beginner,True,simple-eng-med.xlsx,Sheet1,515,needs_review,3,
why,Why,Numke,questions,beginner,True,simple-eng-med.xlsx,Sheet1,264,needs_review,1,
why_are_you_laughing,Why are you laughing?,O zwi â numke?,questions,beginner,True,simple-eng-med.xlsx,Sheet1,436,needs_review,4,
with_what,With what?,Bô ke?,questions,beginner,True,simple-eng-med.xlsx,Sheet1,619,needs_review,2,
with_who,With who?,Bô we?,questions,beginner,True,simple-eng-med.xlsx,Sheet1,618,needs_review,2,
current_time,Current time,Ngelañ ndônni,time,beginner,True,simple-eng-med.xlsx,Sheet1,30,needs_review,2,
evening,Evening,Mvednjù,time,beginner,True,simple-eng-med.xlsx,Sheet1,595,needs_review,1,
friday,Friday,Fradé,time,beginner,True,simple-eng-med.xlsx,Sheet1,774,needs_review,1,
i_don_t_know,I don't know,Me ke' lèn,time,beginner,True,simple-eng-med.xlsx,Sheet1,415,needs_review,3,
i_don_t_know,I don't know,Me ke' lèn,time,beginner,True,simple-eng-med.xlsx,Sheet1,439,needs_review,3,
i_know,I know,Me lèn,time,beginner,True,simple-eng-med.xlsx,Sheet1,414,needs_review,2,
it_is_daylight,It is daylight,Njù làn,time,beginner,True,simple-eng-med.xlsx,Sheet1,738,needs_review,3,
midday,Midday,Ngelañ,time,beginner,True,simple-eng-med.xlsx,Sheet1,596,needs_review,1,
morning,Morning,Nkebnjù,time,beginner,True,simple-eng-med.xlsx,Sheet1,594,needs_review,1,
next_time,Next time,Be tù' mo' lé'njù ou lé',time,beginner,True,simple-eng-med.xlsx,Sheet1,770,needs_review,2,
now,Now,Ndonni,time,beginner,True,simple-eng-med.xlsx,Sheet1,597,needs_review,1,
one_day,One day,Tàʼ léʼndjù,time,beginner,True,simple-eng-med.xlsx,Sheet1,611,needs_review,2,
right_now,Right now,Yub ndonni,time,beginner,True,simple-eng-med.xlsx,Sheet1,598,needs_review,2,
the_day,The day,Le',time,beginner,True,simple-eng-med.xlsx,Sheet1,610,needs_review,2,
the_night,The night,Tèttswe’,time,beginner,True,simple-eng-med.xlsx,Sheet1,739,needs_review,2,
today,Today,Sènni,time,beginner,True,simple-eng-med.xlsx,Sheet1,591,needs_review,1,
tomorrow,Tomorrow,ndamnjù,time,beginner,True,simple-eng-med.xlsx,Sheet1,593,needs_review,1,
yesterday,Yesterday,Nkog,time,beginner,True,simple-eng-med.xlsx,Sheet1,592,needs_review,1,
be_honest,Be honest.,Be mèn nenùne.,values_communication,beginner_plus,True,simple-eng-med.xlsx,Sheet1,172,needs_review,2,
don_t_forget,Don't forget,Kâ ndagde,values_communication,beginner_plus,True,simple-eng-med.xlsx,Sheet1,501,needs_review,2,
don_t_listen,Don't listen,Ka ju,values_communication,beginner_plus,True,simple-eng-med.xlsx,Sheet1,402,needs_review,2,
don_t_say,Don't say,Ka cob,values_communication,beginner_plus,True,simple-eng-med.xlsx,Sheet1,468,needs_review,2,
don_t_tell_him,Don't tell him,Ka Tshob yi,values_communication,beginner_plus,True,simple-eng-med.xlsx,Sheet1,401,needs_review,3,
don_t_tell_him,Don't tell him,Ka côb yi,values_communication,beginner_plus,True,simple-eng-med.xlsx,Sheet1,469,needs_review,3,
help_me_please,Help me please,Ywi mtè am Netshoʼo,values_communication,beginner_plus,True,simple-eng-med.xlsx,Sheet1,416,needs_review,3,
it_s_not_good,It's not good,A kê' bwo,values_communication,beginner_plus,True,simple-eng-med.xlsx,Sheet1,709,needs_review,3,
listen,Listen,Ju',values_communication,beginner_plus,True,simple-eng-med.xlsx,Sheet1,399,needs_review,1,
listen_to_me,Listen to me,Ju' am,values_communication,beginner_plus,True,simple-eng-med.xlsx,Sheet1,404,needs_review,3,
not_good,Not good,Kè bwo,values_communication,beginner_plus,True,simple-eng-med.xlsx,Sheet1,708,needs_review,2,
talk,Talk,Ntshobe,values_communication,beginner_plus,True,simple-eng-med.xlsx,Sheet1,398,needs_review,1,
tell_him,Tell him,Tshob yi,values_communication,beginner_plus,True,simple-eng-med.xlsx,Sheet1,233,needs_review,2,
tell_me,Tell me,Tshob me,values_communication,beginner_plus,True,simple-eng-med.xlsx,Sheet1,400,needs_review,2,
that_s_good,That's good,A bwô,values_communication,beginner_plus,True,simple-eng-med.xlsx,Sheet1,391,needs_review,2,
those_people_talk_very_fast,Those people talk very fast,Tshen benntùn nà num ntshobte njoñ léʼ fa,values_communication,beginner_plus,True,simple-eng-med.xlsx,Sheet1,254,needs_review,5,
it_is_cold,It is cold,A fi,weather_nature,beginner,True,simple-eng-med.xlsx,Sheet1,743,needs_review,3,
it_is_hot,It is hot,A dumde,weather_nature,beginner,True,simple-eng-med.xlsx,Sheet1,673,needs_review,3,
it_is_hot,It is hot,A dumde,weather_nature,beginner,True,simple-eng-med.xlsx,Sheet1,742,needs_review,3,
it_s_raining,It's raining,Mbañ tshwèt ndo,weather_nature,beginner,True,simple-eng-med.xlsx,Sheet1,705,needs_review,2,
it_s_sunny,It's sunny,Nyam tshwèt nta,weather_nature,beginner,True,simple-eng-med.xlsx,Sheet1,706,needs_review,2,
the_rain,The rain,Mbañ,weather_nature,beginner,True,simple-eng-med.xlsx,Sheet1,741,needs_review,2,
the_sun,The sun,Nyam,weather_nature,beginner,True,simple-eng-med.xlsx,Sheet1,740,needs_review,2,
the_sun_is_rising,The sun is rising,Nyàm Tshwèt ntume,weather_nature,beginner,True,simple-eng-med.xlsx,Sheet1,249,needs_review,4,
do_not_be_anxious,Do not be anxious.,Ka nywin num sàm ju.,actions,beginner,False,simple-eng-med.xlsx,Sheet1,147,needs_review,4,
walk_on_the_road_to_life,Walk on the road to life.,Zin num manze yôg matmat.,actions,beginner,False,simple-eng-med.xlsx,Sheet1,188,needs_review,6,
close,Close,Loge,app_ui,ui,False,simple-eng-med.xlsx,Sheet1,338,needs_review,1,
love_teach_and_protect_your_children,"Love, teach, and protect your children.","Kô, tswide, mbèn tshètte bon tsho.",family_people,beginner,False,simple-eng-med.xlsx,Sheet1,159,needs_review,6,
a,A,Tà,general,review,False,simple-eng-med.xlsx,Sheet1,555,needs_review,1,
a_human_being,A human being,Mè nntù n,general,review,False,simple-eng-med.xlsx,Sheet1,536,needs_review,3,
a_man,A man,mandum,general,review,False,simple-eng-med.xlsx,Sheet1,308,needs_review,2,
a_place,A place,dùʼ,general,review,False,simple-eng-med.xlsx,Sheet1,666,needs_review,2,
applaud,Applaud,Bu' mbu,general,review,False,simple-eng-med.xlsx,Sheet1,324,needs_review,1,
april,april,num ngu',general,review,False,simple-eng-med.xlsx,Sheet1,775,needs_review,1,
attacking,Attacking,Le' ntsho,general,review,False,simple-eng-med.xlsx,Sheet1,716,needs_review,1,
be_merciful_and_forgiving,Be merciful and forgiving.,Ghù kondèn mbèn lèn ne lagde mfànnu.,general,review,False,simple-eng-med.xlsx,Sheet1,173,needs_review,4,
bitter,Bitter,Zwentù,general,review,False,simple-eng-med.xlsx,Sheet1,396,needs_review,1,
buy,Buy,Jun,general,review,False,simple-eng-med.xlsx,Sheet1,657,needs_review,1,
continue,Continue,Nèn yi mbwe,general,review,False,simple-eng-med.xlsx,Sheet1,632,needs_review,1,
danse,Danse,Nya nsa,general,review,False,simple-eng-med.xlsx,Sheet1,523,needs_review,1,
each_one,Each one,Mba we lo,general,review,False,simple-eng-med.xlsx,Sheet1,606,needs_review,2,
embrace_me,Embrace me,Tsiag am,general,review,False,simple-eng-med.xlsx,Sheet1,694,needs_review,2,
enter,Enter,Co,general,review,False,simple-eng-med.xlsx,Sheet1,679,needs_review,1,
everybody,Everybody,Njoñ benntùn fa,general,review,False,simple-eng-med.xlsx,Sheet1,603,needs_review,1,
famine,Famine,nziku',general,review,False,simple-eng-med.xlsx,Sheet1,680,needs_review,1,
fire,Fire,Mbwog,general,review,False,simple-eng-med.xlsx,Sheet1,682,needs_review,1,
get_out,Get out,Tume,general,review,False,simple-eng-med.xlsx,Sheet1,337,needs_review,2,
get_out,Get out,Nèn,general,review,False,simple-eng-med.xlsx,Sheet1,669,needs_review,2,
get_out,Get out,shua,general,review,False,simple-eng-med.xlsx,Sheet1,672,needs_review,2,
greet_me,Greet me,Tsha’de am,general,review,False,simple-eng-med.xlsx,Sheet1,693,needs_review,2,
happiness,Happiness,Tsia ntè,general,review,False,simple-eng-med.xlsx,Sheet1,530,needs_review,1,
he_has_toys,he has toys,a ghù jûsa,general,review,False,simple-eng-med.xlsx,Sheet1,456,needs_review,3,
he_is_not_the_one,He is not the one,A ke yi,general,review,False,simple-eng-med.xlsx,Sheet1,545,needs_review,5,
he_is_not_the_one,He is not the one,A kê' bʼa yi,general,review,False,simple-eng-med.xlsx,Sheet1,546,needs_review,5,
he_is_the_one,He is the one,A yi,general,review,False,simple-eng-med.xlsx,Sheet1,543,needs_review,4,
he_is_the_one,He is the one,A bʼa yi,general,review,False,simple-eng-med.xlsx,Sheet1,544,needs_review,4,
hit,hit,Nè là be,general,review,False,simple-eng-med.xlsx,Sheet1,533,needs_review,1,
i_am_find,I am find,A fit se,general,review,False,simple-eng-med.xlsx,Sheet1,577,needs_review,3,
i_am_poor,I am poor,Me bʼa mbwon,general,review,False,simple-eng-med.xlsx,Sheet1,652,needs_review,3,
i_am_rich,I am rich,Me bʼa ngà nkàb,general,review,False,simple-eng-med.xlsx,Sheet1,651,needs_review,3,
i_did_not_get_it_well,I did not get it well,Mè kê' ju' mè bwo,general,review,False,simple-eng-med.xlsx,Sheet1,752,needs_review,6,
i_did_not_see,I did not see,Mè kê' yen,general,review,False,simple-eng-med.xlsx,Sheet1,538,needs_review,4,
i_have,I have,Me ghù,general,review,False,simple-eng-med.xlsx,Sheet1,453,needs_review,2,
i_have_a_toy,I have a toy,Me ghù jûsa,general,review,False,simple-eng-med.xlsx,Sheet1,455,needs_review,4,
i_rejected,I rejected,Me gha,general,review,False,simple-eng-med.xlsx,Sheet1,600,needs_review,2,
i_saw,I saw,Me yen,general,review,False,simple-eng-med.xlsx,Sheet1,537,needs_review,2,
i_sing_song,I sing song,Mè yob â kwi,general,review,False,simple-eng-med.xlsx,Sheet1,520,needs_review,3,
if_not,If not,Nyakè la,general,review,False,simple-eng-med.xlsx,Sheet1,707,needs_review,2,
