lesson_item_id,lesson_key,order_index,item_type,concept_key,prompt_language,answer_language,prompt_text,source_files,status,notes
li_00187,time_weather_01,17,vocabulary_card,yesterday,en,med,Yesterday,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00188,time_weather_01,18,vocabulary_card,it_is_cold,en,med,It is cold,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00189,time_weather_01,19,vocabulary_card,it_is_hot,en,med,It is hot,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00190,time_weather_01,20,vocabulary_card,it_s_raining,en,med,It's raining,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00191,time_weather_01,21,vocabulary_card,it_s_sunny,en,med,It's sunny,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00192,time_weather_01,22,vocabulary_card,the_rain,en,med,The rain,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00193,time_weather_01,23,vocabulary_card,the_sun,en,med,The sun,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00194,time_weather_01,24,vocabulary_card,the_sun_is_rising,en,med,The sun is rising,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00195,health_hygiene_01,1,vocabulary_card,being_sick,en,med,Being sick,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00196,health_hygiene_01,2,vocabulary_card,brushing_your_teeth,en,med,Brushing your teeth,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00197,health_hygiene_01,3,vocabulary_card,go_brush_your_teeth,en,med,Go brush your teeth,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00198,health_hygiene_01,4,vocabulary_card,go_wash_yourself,en,med,Go wash yourself,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00199,health_hygiene_01,5,vocabulary_card,have_a_rest,en,med,Have a rest,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00200,health_hygiene_01,6,vocabulary_card,i_am_healed,en,med,I am healed,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00201,health_hygiene_01,7,vocabulary_card,i_am_sick,en,med,I am sick,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00202,health_hygiene_01,8,vocabulary_card,i_am_tired,en,med,I am tired,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00203,health_hygiene_01,9,vocabulary_card,it_hurts,en,med,It hurts,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00204,health_hygiene_01,10,vocabulary_card,she_is_sick,en,med,She is sick,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00205,health_hygiene_01,11,vocabulary_card,wash_yourself,en,med,Wash yourself,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00206,health_hygiene_01,12,vocabulary_card,you_washed_yourself,en,med,you washed yourself,simple-eng-med.xlsx,draft_needs_review,Generated from concept seed. Add audio/image later.
li_00207,story_young_man_lion,1,story_segment,,fr,med,Le jeune homme et le lion.,frabcaise_3.xlsx,needs_review,Story segment reference: ss_00001
li_00208,story_young_man_lion,2,story_segment,,fr,med,Il était une fois un jeune citadin qui n’avait jamais quitté sa ville.,frabcaise_3.xlsx,needs_review,Story segment reference: ss_00002
li_00209,story_young_man_lion,3,story_segment,,fr,med,"Il décida un jour de visiter le village de ses ancêtres, un petit village perdu dans la campagne, situé près d’une grande forêt.",frabcaise_3.xlsx,needs_review,Story segment reference: ss_00003
li_00210,story_young_man_lion,4,story_segment,,fr,med,"Dans cette forêt, il y avait beaucoup d’animaux sauvages et surtout des lions.",frabcaise_3.xlsx,needs_review,Story segment reference: ss_00004
li_00211,story_young_man_lion,5,story_segment,,fr,med,"Le jeune homme n’avait jamais vu de lion ni à la télévision, ni en photos.",frabcaise_3.xlsx,needs_review,Story segment reference: ss_00005
li_00212,story_young_man_lion,6,story_segment,,fr,med,Il faut dire que ces produits de la modernité n’étaient pas connus dans ces temps-là chez nous.,frabcaise_3.xlsx,needs_review,Story segment reference: ss_00006
li_00213,story_young_man_lion,7,story_segment,,fr,med,"Les gens de ce village n’allaient jamais dans la forêt, à cause des lions.",frabcaise_3.xlsx,needs_review,Story segment reference: ss_00007
li_00214,story_young_man_lion,8,story_segment,,fr,med,"On raconte même que, quand les lions rugissaient dans la forêt, les portes des maisons claquaient, les canaris et les marmites se renversaient et tous les gens se terraient dans leur maison.",frabcaise_3.xlsx,needs_review,Story segment reference: ss_00008
li_00215,story_young_man_lion,9,story_segment,,fr,med,"Un beau matin, donc, le jeune citadin qui s’appelait Demba débarqua dans le village de ses ancêtres et fait vite connaissance avec tout le monde, et surtout avec Fatou, une belle jeune fille qui était une de ses cousines lointaines.",frabcaise_3.xlsx,needs_review,Story segment reference: ss_00009
li_00216,story_young_man_lion,10,story_segment,,fr,med,"Les fiançailles ne durèrent pas longtemps, car ils décidèrent de se marier. Après quelques jours de noces, Demba retourna en ville.",frabcaise_3.xlsx,needs_review,Story segment reference: ss_00010
li_00217,story_young_man_lion,11,story_segment,,fr,med,"Une année plus tard, il décida de retourner au village pour s’y installer définitivement avec Fatou et leur enfant.",frabcaise_3.xlsx,needs_review,Story segment reference: ss_00011
li_00218,story_young_man_lion,12,story_segment,,fr,med,"Pour marquer sa venue et montrer sa bravoure, il proposa à sa femme une promenade dans la forêt. Cette dernière, surprise, lui dit :",frabcaise_3.xlsx,needs_review,Story segment reference: ss_00012
li_00219,story_young_man_lion,13,story_segment,,fr,med,"- Mais tu es fou, tu veux que les lions nous dévorent tous les deux !",frabcaise_3.xlsx,needs_review,Story segment reference: ss_00013
li_00220,story_young_man_lion,14,story_segment,,fr,med,"- Tu vas voir que moi je suis un homme, je ne suis pas comme les poltrons de chez vous.",frabcaise_3.xlsx,needs_review,Story segment reference: ss_00014
li_00221,story_young_man_lion,15,story_segment,,fr,med,Suis-moi et amène avec toi notre fils ! dit Demba.,frabcaise_3.xlsx,needs_review,Story segment reference: ss_00015
li_00222,story_anta_mamadou,1,story_segment,,fr,med,"Un jeune homme du nom de Mamadou, qui voulait apprendre à lire et à écrire, partit un jour à la recherche d'une école. Il quitta sa province pour se rendre dans la région du Kayor, au Sénégal.",Anta et Mamadou (1).docx,needs_review,Story segment reference: ss_00088
li_00223,story_anta_mamadou,2,story_segment,,fr,med,"Là vivait un savant qui enseignait aux enfants. Mamadou resta auprès de son maître aussi longtemps que nécessaire. Quand il sut lire et écrire parfaitement, il décida de rentrer chez lui.",Anta et Mamadou (1).docx,needs_review,Story segment reference: ss_00089
li_00224,story_anta_mamadou,3,story_segment,,fr,med,"Le jour de son départ, un camarade de classe, qui appartenait à l'espèce des génies, lui dit : Nous sommes amis. Puisque tu t'en retournes chez toi, je vais te charger d'un message pour mes parents et je te transporterai dans ton village à ",Anta et Mamadou (1).docx,needs_review,Story segment reference: ss_00090
li_00225,story_anta_mamadou,4,story_segment,,fr,med,"Tu ne sais pas qui je suis, mais moi je te connais bien, car nous sommes nés au même endroit.",Anta et Mamadou (1).docx,needs_review,Story segment reference: ss_00091
li_00226,story_anta_mamadou,5,story_segment,,fr,med,"Nous autres, les génies, nous vous reconnaissons très bien mais vous, les humains, vous ne pouvez pas nous apercevoir. Quand tu seras chez toi, mets à ton doigt cette bague d'argent, et tu pourras voir les génies et leurs villages.",Anta et Mamadou (1).docx,needs_review,Story segment reference: ss_00092
li_00227,story_anta_mamadou,6,story_segment,,fr,med,"Si tu l'ôtes ou si tu la perds, tout disparaîtra de nouveau. Le génie demanda ensuite à Mamadou de s'asseoir sur son tapis et de fermer les yeux. À peine Mamadou avait-il obéi qu'il se retrouva, comme par magie, dans son village.",Anta et Mamadou (1).docx,needs_review,Story segment reference: ss_00093
li_00228,story_anta_mamadou,7,story_segment,,fr,med,"Le lendemain matin, Mamadou passa la bague à son doigt. Il aperçut alors tous les génies et leurs villages. Il alla rendre visite à la famille de son camarade.",Anta et Mamadou (1).docx,needs_review,Story segment reference: ss_00094
li_00229,story_anta_mamadou,8,story_segment,,fr,med,"Le génie, votre parent, vous envoie le bonjour, leur dit-il. Et où est-il, notre cher enfant ? lui demanda-t-on.",Anta et Mamadou (1).docx,needs_review,Story segment reference: ss_00095
li_00230,story_anta_mamadou,9,story_segment,,fr,med,"Je l'ai laissé dans un village du Kayor. Il continue de fréquenter l'école. Ah, s'écrièrent les parents, notre brave petit se conduit bien!",Anta et Mamadou (1).docx,needs_review,Story segment reference: ss_00096
li_00231,story_anta_mamadou,10,story_segment,,fr,med,"Et toi, Mamadou, il faut que tu t'en retournes chez toi, mais, chaque fois que tu auras du temps libre, ne manque pas de venir nous voir.",Anta et Mamadou (1).docx,needs_review,Story segment reference: ss_00097
li_00232,story_anta_mamadou,11,story_segment,,fr,med,"Mamadou s'en retourna chez ses parents, mais, chaque fois qu'il en avait l'occasion, il rendait de longues visites aux génies. C'est qu'il avait vu la sœur de son camarade, Anta, une jolie demoiselle, et qu'il désirait l'épouser.",Anta et Mamadou (1).docx,needs_review,Story segment reference: ss_00098
li_00233,story_anta_mamadou,12,story_segment,,fr,med,"Lorsqu'il lui fit sa déclaration, Anta répondit : « Je ne demande pas mieux ! Pourtant, j'hésite à me marier avec un être humain… Vous êtes si coléreux! Et si bavards ! Et vous mentez si facilement ! Chez nous, il n'en va pas de même : jama",Anta et Mamadou (1).docx,needs_review,Story segment reference: ss_00099
li_00234,story_anta_mamadou,13,story_segment,,fr,med,Mamadou protesta :,Anta et Mamadou (1).docx,needs_review,Story segment reference: ss_00100
li_00235,story_anta_mamadou,14,story_segment,,fr,med,"Quand nous serons mariés, tu verras que, moi non plus, je ne m'emporte pas et que jamais je ne mens !",Anta et Mamadou (1).docx,needs_review,Story segment reference: ss_00101
li_00236,story_anta_mamadou,15,story_segment,,fr,med,"— S'il en est ainsi, le mariage est conclu ! Je t'accepte pour mari. Mais je te défends de révéler à quiconque que tu as épousé une femme de l'espèce des génies !",Anta et Mamadou (1).docx,needs_review,Story segment reference: ss_00102
li_00237,story_who_can_help_me,1,story_segment,,fr,med,Qui peut m'aider à mettre cette charge sur ma tête ? wù ze b’a ywimd’àm nete lèt lé num tu àm à?,Francais_2 traduit (1).docx,needs_manual_alignment,Story segment reference: ss_00135
li_00238,story_who_can_help_me,2,story_segment,,fr,med,"Il était une fois une femme enceinte qui était allée chercher du bois sec. A na’ mbe ta’ lé’, ta’ mènnzwi jùm nèn diag ntshwèn z’a jum nà.",Francais_2 traduit (1).docx,needs_manual_alignment,Story segment reference: ss_00136
li_00239,story_who_can_help_me,3,story_segment,,fr,med,"Lorsqu'elle eut rassemblé la quantité voulue, elle n'eut personne pour l'aider à poser la charge sur sa tête. Ngelañ z’a miagde netswétte njoñ z’a ku’ num i là, sàm mèn ke be z’a ywimd’é nete num tu i là.",Francais_2 traduit (1).docx,needs_manual_alignment,Story segment reference: ss_00137
li_00240,story_who_can_help_me,4,story_segment,,fr,med,Alors elle appela Ndùlà a tshob ndù :,Francais_2 traduit (1).docx,needs_manual_alignment,Story segment reference: ss_00138
li_00241,story_who_can_help_me,5,story_segment,,fr,med,"- Quelle créature de la forêt, pourrait m'aider à mettre cette charge sur ma tête ? Zit nyàm tô fèn li ze b’a ywimd’àm nete let li num tu àm à?",Francais_2 traduit (1).docx,needs_manual_alignment,Story segment reference: ss_00139
li_00242,story_who_can_help_me,6,story_segment,,fr,med,Le margouillat se présenta. La femme lui dit : Nko’ bolibagbag se’. Mènnzwi tshob yi ndù :,Francais_2 traduit (1).docx,needs_manual_alignment,Story segment reference: ss_00140
li_00243,story_who_can_help_me,7,story_segment,,fr,med,"- Ôte-toi de là, tu ne peux pas ! Lo mve làà, b’o ke kele!",Francais_2 traduit (1).docx,needs_manual_alignment,Story segment reference: ss_00141
li_00244,story_who_can_help_me,8,story_segment,,fr,med,- Quelle créature de la forêt pourrait m'aider à mettre cette charge sur ma tête ? répéta-t-elle. A bèn mbètte ndù : Zit nyàm tô fèn li ze b’a ywimd’àm nete let li num tu àm à?,Francais_2 traduit (1).docx,needs_manual_alignment,Story segment reference: ss_00142
li_00245,story_who_can_help_me,9,story_segment,,fr,med,Le lézard vint. Elle lui dit : Meto’ bolibagbag se’. A tshob yi ndù :,Francais_2 traduit (1).docx,needs_manual_alignment,Story segment reference: ss_00143
li_00246,story_who_can_help_me,10,story_segment,,fr,med,"- Ôte-toi de là, tu ne peux pas! Lo mve làà, b’o ke kele.",Francais_2 traduit (1).docx,needs_manual_alignment,Story segment reference: ss_00144
li_00247,story_who_can_help_me,11,story_segment,,fr,med,- Quelle créature de la forêt pourrait m'aider à mettre cette charge sur ma tête ? dit-elle encore. . A bèn ntshob ndù : Zit nyàm tô fèn li ze b’a ywimd’àm nete let li num tu àm à?,Francais_2 traduit (1).docx,needs_manual_alignment,Story segment reference: ss_00145
li_00248,story_who_can_help_me,12,story_segment,,fr,med,"Le lion vint. Elle lui dit : Ngwayit se’, a tshob yi ndù :",Francais_2 traduit (1).docx,needs_manual_alignment,Story segment reference: ss_00146
li_00249,story_who_can_help_me,13,story_segment,,fr,med,"- Toi, tu en es capable. Wù, b’o ket.",Francais_2 traduit (1).docx,needs_manual_alignment,Story segment reference: ss_00147
li_00250,story_who_can_help_me,14,story_segment,,fr,med,"- Si je t'aide, que me donneras-tu en retour ? demanda le lion. Ngwayit bètt’é ndù : me ywimd’o mb’oa’ fà à ke me à?",Francais_2 traduit (1).docx,needs_manual_alignment,Story segment reference: ss_00148
li_00251,story_who_can_help_me,15,story_segment,,fr,med,"- Ce que je porte dans mon ventre, répondit-elle. A bùnde ndù : ju z’a be bam sam nà.",Francais_2 traduit (1).docx,needs_manual_alignment,Story segment reference: ss_00149
li_00252,culture_proverbs_01,1,story_segment,,fr,med,"Le sixième petit matin de la création, Papa Bondieu, accoudé au balcon du ciel, considérerait avec une certaine satisfaction les étoiles, innombrables loupiotes qui s'éteignent au lever du jour.",frabcaise_3.xlsx,needs_review,Story segment reference: ss_00049
li_00253,culture_proverbs_01,2,story_segment,,fr,med,"Papa Bondieu trouvait que tout cela était bon. Il baissa les yeux et admira les océans, les fleuves, les lacs qui regorgent de bêtes à écailles, de dauphins et autres mammifères colossaux et microscopiques.",frabcaise_3.xlsx,needs_review,Story segment reference: ss_00050
li_00254,culture_proverbs_01,3,story_segment,,fr,med,"Il admira de même, la terre toute égaillée de bêtes à cornes, de bêtes à poils gigantesques et minuscules. Il s'émerveilla de voir, dans les airs, quantité de bêtes à plumes de tout poil.",frabcaise_3.xlsx,needs_review,Story segment reference: ss_00051
li_00255,culture_proverbs_01,4,story_segment,,fr,med,Papa Bondieu trouvait que tout cela était bon.,frabcaise_3.xlsx,needs_review,Story segment reference: ss_00052
li_00256,culture_proverbs_01,5,story_segment,,fr,med,"Il décida alors de créer l'humanité. Il prit de l'argile et ft trois boules, deux petites pour deux têtes et une grosse pour un ventre. Avec un long boudin, il ft quatre bras et quatre jambes. Il rassembla le tout auquel il donna deux sexes",frabcaise_3.xlsx,needs_review,Story segment reference: ss_00053
li_00257,culture_proverbs_01,6,story_segment,,fr,med,"L'humanité fraîchement créée se mit à rouler à grand fracas, s'appuyant tantôt sur les mains tantôt sur les pieds. Papa Bondieu arrivait à supporter ce vacarme car il avait une grande capacité de concentration, mais la vitesse avec laquelle",frabcaise_3.xlsx,needs_review,Story segment reference: ss_00054
li_00258,culture_proverbs_01,7,story_segment,,fr,med,"Papa Bondieu ne fit ni une ni deux : il dégaina sa machette et..... raaaa, coupa son œuvre en deux moitiés.",frabcaise_3.xlsx,needs_review,Story segment reference: ss_00055
li_00259,culture_proverbs_01,8,story_segment,,fr,med,"Pour la première fois, l'humanité divisée en mâle et femelle se retrouva debout sur ses pieds, et se mit aussitôt à courir, courir, courir. Où va-t-elle et, grand dieu, que cherche-t- elle ?",frabcaise_3.xlsx,needs_review,Story segment reference: ss_00056
li_00260,culture_proverbs_01,9,story_segment,,fr,med,Chacun cherche la moitié qu'on lui a enlevée. Beaucoup la cherchent encore. Il y a tant de monde sur terre que ce n'est pas chose facile de tomber sur la bonne moitié.,frabcaise_3.xlsx,needs_review,Story segment reference: ss_00057
li_00261,culture_proverbs_01,10,story_segment,,fr,med,"Quand on se trompe, c'est la déveine, mais quand on la trouve, c'est le bonheur.",frabcaise_3.xlsx,needs_review,Story segment reference: ss_00058
li_00262,culture_proverbs_01,11,story_segment,,fr,med,Comme le dit le proverbe :,frabcaise_3.xlsx,needs_review,Story segment reference: ss_00059
li_00263,culture_proverbs_01,12,story_segment,,fr,med,Papabondieu est le premier,frabcaise_3.xlsx,needs_review,Story segment reference: ss_00060
li_00264,culture_proverbs_01,13,story_segment,,fr,med,"L'homme le deuxième,",frabcaise_3.xlsx,needs_review,Story segment reference: ss_00061
li_00265,culture_proverbs_01,14,story_segment,,fr,med,Et le Lion le dernier.,frabcaise_3.xlsx,needs_review,Story segment reference: ss_00062
li_00266,culture_proverbs_01,15,story_segment,,fr,med,"Un jour, Tigre croise l'Homme à la rivière et lui demande s'il croit que le proverbe dit la vérité.",frabcaise_3.xlsx,needs_review,Story segment reference: ss_00063
